This is MadNLP version v0.8.3, running with cuDSS v0.1.0

Number of nonzeros in constraint Jacobian............:   407296
Number of nonzeros in Lagrangian Hessian.............:   281600

Total number of variables............................:   112750
                     variables with only lower bounds:    56320
                variables with lower and upper bounds:      110
                     variables with only upper bounds:        0
Total number of equality constraints.................:   112640
Total number of inequality constraints...............:    14080
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:    14080

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 181  1.7167988e+01 2.64e-05 3.86e-03  -3.8 3.88e-01    -  2.54e-01 2.50e-01h  1
 182  1.7102901e+01 1.51e-05 7.50e-03  -3.8 1.62e-01  -1.3 1.00e+00 1.00e+00h  1
 183  1.7057280e+01 2.90e-05 1.71e-01  -3.8 2.08e+00  -1.8 1.16e-01 7.10e-02h  2
 184  1.7022259e+01 4.99e-06 1.33e-02  -3.8 4.01e-02  -0.5 1.00e+00 1.00e+00h  1
 185  1.6965643e+01 1.67e-05 9.23e-02  -3.8 2.10e-01  -1.0 7.69e-01 5.14e-01h  1
 186  1.7025852e+01 1.61e-05 3.22e-03  -3.8 1.16e-01    -  1.00e+00 1.00e+00h  1
 187  1.6980350e+01 1.88e-05 8.92e-03  -3.8 7.63e-01    -  2.13e-01 2.06e-01H  1
 188  1.6833320e+01 1.25e-05 1.08e-01  -3.8 3.85e-01  -1.4 1.00e+00 8.58e-01H  1
 189  1.6832771e+01 1.24e-05 1.77e-01  -3.8 4.06e-01  -1.9 1.30e-01 4.50e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 190  1.6777409e+01 1.44e-06 3.40e-01  -3.8 4.47e-01    -  4.24e-01 1.00e+00H  1
 191  1.6722920e+01 1.20e-05 3.48e-01  -3.8 4.87e-01  -1.5 5.45e-01 2.76e-01h  1
 192  1.6679601e+01 1.73e-05 4.35e-01  -3.8 3.90e-01  -1.1 2.62e-01 1.73e-01h  1
 193  1.6705721e+01 3.08e-05 1.05e-02  -3.8 1.57e-01    -  1.00e+00 1.00e+00h  1
 194  1.6660688e+01 1.55e-05 1.74e-02  -3.8 3.57e-01    -  3.54e-01 3.39e-01H  1
 195  1.6522170e+01 5.53e-06 3.26e-02  -3.8 3.45e-01  -1.5 1.00e+00 1.00e+00H  1
 196  1.6519327e+01 5.51e-06 2.07e-01  -3.8 4.51e-01  -1.1 1.92e-01 9.40e-03h  2
 197  1.6516667e+01 5.51e-06 3.15e-01  -3.8 3.59e-01    -  3.41e-01 4.38e-02h  1
 198  1.6383467e+01 5.35e-06 2.06e+00  -3.8 6.32e-01    -  9.15e-02 9.97e-01H  1
 199  1.6360094e+01 6.07e-05 2.06e+00  -3.8 6.12e-01    -  1.66e-02 2.26e-09H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 200  1.6322589e+01 5.33e-05 1.81e+00  -3.8 9.37e-01  -1.6 9.66e-02 1.22e-01h  1
 201  1.6376288e+01 4.78e-05 1.62e+00  -3.8 1.48e+00    -  1.08e-03 1.03e-01h  1
 202  1.6373846e+01 4.67e-05 1.63e+00  -3.8 2.77e+00  -1.2 9.45e-02 2.37e-02h  3
 203  1.6359462e+01 1.21e-05 5.86e-01  -3.8 3.88e-02  -0.7 7.61e-01 1.00e+00h  1
 204  1.6315928e+01 1.68e-05 1.04e+00  -3.8 1.80e+00  -1.2 1.09e-01 4.17e-02h  1
 205  1.6374672e+01 1.65e-05 1.21e+00  -3.8 1.40e-01    -  4.34e-01 1.00e+00h  1
 206  1.6335121e+01 1.47e-05 1.12e+00  -3.8 8.57e-01  -1.7 2.07e-01 9.05e-02h  1
 207  1.6304233e+01 6.66e-06 3.87e-02  -3.8 9.79e-02  -1.3 1.00e+00 1.00e+00h  1
 208  1.6206539e+01 3.02e-05 1.14e-01  -3.8 5.29e-01  -1.7 4.30e-01 5.47e-01H  1
 209  1.6277420e+01 1.14e-05 3.96e-03  -3.8 1.37e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 210  1.6255123e+01 1.06e-05 1.49e-01  -3.8 4.42e+01    -  3.23e-03 1.56e-03h  2
 211  1.6188828e+01 4.01e-05 1.87e-01  -3.8 1.56e-01  -1.3 1.00e+00 5.32e-01h  1
 212  1.6167819e+01 2.53e-05 1.54e-01  -3.8 2.03e-01    -  6.07e-01 1.00e+00h  1
 213  1.6143242e+01 2.79e-05 3.23e-01  -3.8 2.46e+00  -1.8 1.02e-01 3.03e-02h  3
 214  1.6114232e+01 1.70e-06 8.50e-03  -3.8 2.50e-02  -0.5 1.00e+00 1.00e+00h  1
 215  1.6081352e+01 4.10e-06 8.47e-03  -3.8 7.44e-02  -0.9 1.00e+00 1.00e+00h  1
 216  1.6061674e+01 1.51e-06 1.02e-02  -3.8 3.37e-02  -0.5 1.00e+00 1.00e+00h  1
 217  1.6010319e+01 1.24e-05 1.11e-01  -3.8 2.16e-01  -1.0 7.51e-01 4.20e-01h  1
 218  1.6060266e+01 1.24e-05 2.61e-03  -3.8 1.16e-01    -  1.00e+00 1.00e+00h  1
 219  1.6027494e+01 7.72e-06 5.64e-02  -3.8 2.09e-01    -  6.15e-01 4.69e-01H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 220  1.5980525e+01 1.02e-05 4.35e-03  -3.8 1.28e-01  -1.5 1.00e+00 1.00e+00h  1
 221  1.5962085e+01 2.04e-06 4.45e-03  -3.8 4.95e-02  -1.0 1.00e+00 1.00e+00h  1
 222  1.5919496e+01 1.12e-05 2.74e-01  -3.8 1.74e+00  -1.5 1.46e-01 6.18e-02h  2
 223  1.5900261e+01 1.26e-06 1.03e-02  -3.8 1.61e-02  -0.2 1.00e+00 1.00e+00h  1
 224  1.5868357e+01 4.27e-06 1.29e-02  -3.8 6.07e-02  -0.7 1.00e+00 1.00e+00h  1
 225  1.5847368e+01 6.14e-06 1.57e-01  -3.8 1.32e+00  -1.1 9.78e-02 2.36e-02h  1
 226  1.5884279e+01 1.82e-05 4.63e-03  -3.8 1.70e-01    -  1.00e+00 1.00e+00h  1
 227  1.5861876e+01 1.92e-05 1.71e-01  -3.8 5.56e-01    -  3.66e-01 1.61e-01h  2
 228  1.5841932e+01 4.39e-07 3.00e-03  -3.8 1.59e-02  -0.7 1.00e+00 1.00e+00h  1
 229  1.5826707e+01 1.35e-06 3.01e-03  -3.8 4.77e-02  -1.2 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 230  1.5803457e+01 4.54e-06 5.07e-01  -3.8 1.25e+00  -1.7 2.81e-01 5.51e-02h  3
 231  1.5789360e+01 7.94e-07 6.34e-03  -3.8 1.41e-02  -0.3 1.00e+00 1.00e+00h  1
 232  1.5774023e+01 1.21e-06 7.03e-03  -3.8 4.72e-02  -0.8 1.00e+00 1.00e+00h  1
 233  1.5702625e+01 1.89e-05 1.38e-01  -3.8 7.83e-01  -1.3 2.83e-01 1.84e-01H  1
 234  1.5743840e+01 2.12e-05 7.95e-03  -3.8 1.34e-01    -  1.00e+00 1.00e+00h  1
 235  1.5712465e+01 1.03e-05 4.69e-02  -3.8 1.36e-01    -  6.81e-01 5.56e-01h  1
 236  1.5635599e+01 1.58e-06 1.27e-02  -3.8 2.28e-01  -1.8 1.00e+00 1.00e+00H  1
 237  1.5560481e+01 1.74e-05 1.22e-01  -3.8 4.72e-01  -1.4 4.63e-01 3.47e-01H  1
 238  1.5607430e+01 2.99e-05 9.38e-03  -3.8 1.02e-01    -  1.00e+00 1.00e+00h  1
 239  1.5568563e+01 4.60e-06 6.30e-02  -3.8 1.71e-01    -  5.23e-01 4.24e-01H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 240  1.5555680e+01 5.71e-06 1.95e-01  -3.8 6.02e-01    -  2.84e-01 9.78e-02h  4
 241  1.5543766e+01 3.84e-07 2.51e-03  -3.8 2.13e-02  -0.9 1.00e+00 1.00e+00h  1
 242  1.5539397e+01 5.78e-07 2.72e-01  -3.8 6.00e-01    -  3.41e-01 3.28e-02h  5
 243  1.5503878e+01 2.39e-07 4.32e-03  -3.8 1.04e-01  -1.4 1.00e+00 1.00e+00H  1
 244  1.5497706e+01 4.80e-07 3.09e-03  -3.8 2.95e-02  -1.0 1.00e+00 1.00e+00h  1
 245  1.5403677e+01 1.44e-05 2.15e-02  -3.8 3.46e-01  -1.5 6.83e-01 6.56e-01H  1
 246  1.5465522e+01 1.46e-05 2.09e-03  -3.8 9.00e-02    -  1.00e+00 1.00e+00h  1
 247  1.5427851e+01 1.38e-05 5.43e-02  -3.8 4.72e-01    -  2.42e-01 1.91e-01H  1
 248  1.5345029e+01 1.07e-06 1.44e-02  -3.8 3.14e-01    -  9.63e-01 1.00e+00H  1
 249  1.5312344e+01 5.28e-06 5.83e-03  -3.8 5.95e-02  -1.0 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 250  1.5295271e+01 1.26e-06 6.78e-03  -3.8 2.72e-02  -0.6 1.00e+00 1.00e+00h  1
 251  1.5231495e+01 1.82e-05 1.04e-01  -3.8 1.87e-01  -1.1 1.00e+00 6.77e-01h  1
 252  1.5280852e+01 1.49e-05 1.91e-03  -3.8 9.27e-02    -  1.00e+00 1.00e+00h  1
 253  1.5253984e+01 9.33e-06 6.35e-02  -3.8 1.17e-01    -  7.41e-01 5.23e-01h  1
 254  1.5226447e+01 3.43e-06 2.18e-03  -3.8 7.85e-02  -1.6 1.00e+00 1.00e+00h  1
 255  1.5222162e+01 3.60e-06 3.82e-01  -3.8 2.38e+00    -  1.21e-01 7.60e-03h  5
 256  1.5207661e+01 1.64e-06 3.16e-03  -3.8 4.27e-02  -1.1 1.00e+00 1.00e+00h  1
 257  1.5165697e+01 3.52e-07 5.80e-03  -3.8 1.36e-01  -1.6 1.00e+00 1.00e+00H  1
 258  1.5078191e+01 8.01e-07 1.29e-02  -3.8 1.71e-01  -1.2 9.96e-01 9.69e-01H  1
 259  1.5148788e+01 3.96e-08 1.93e-03  -3.8 7.74e-02    -  1.00e+00 1.00e+00H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 260  1.5114728e+01 1.90e-05 6.54e-02  -3.8 3.28e-01    -  3.15e-01 2.37e-01H  1
 261  1.5014138e+01 2.15e-06 1.04e-01  -3.8 3.87e-01    -  7.93e-01 1.00e+00H  1
 262  1.4972173e+01 5.04e-06 7.78e-03  -3.8 4.42e-02  -0.8 1.00e+00 1.00e+00h  1
 263  1.4924462e+01 1.38e-05 9.01e-02  -3.8 1.19e+00  -1.2 1.23e-01 7.05e-02h  1
 264  1.4967816e+01 1.49e-05 6.18e-03  -3.8 1.13e-01    -  1.00e+00 1.00e+00h  1
 265  1.4940867e+01 7.74e-06 5.54e-02  -3.8 1.14e-01    -  7.61e-01 5.69e-01h  1
 266  1.4907094e+01 6.43e-06 2.09e-03  -3.8 1.07e-01  -1.7 1.00e+00 1.00e+00h  1
 267  1.4894568e+01 1.16e-06 2.10e-03  -3.8 4.05e-02  -1.3 1.00e+00 1.00e+00h  1
 268  1.4887098e+01 2.89e-07 2.76e-03  -3.8 2.00e-02  -0.9 1.00e+00 1.00e+00h  1
 269  1.4845280e+01 2.22e-07 5.29e-03  -3.8 1.10e-01  -1.3 1.00e+00 1.00e+00H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 270  1.4806176e+01 6.32e-06 9.15e-03  -3.8 7.39e-02  -0.9 1.00e+00 1.00e+00h  1
 271  1.4780567e+01 2.47e-06 1.15e-02  -3.8 3.52e-02  -0.5 1.00e+00 1.00e+00h  1
 272  1.4754434e+01 4.99e-06 1.99e-01  -3.8 2.29e-01  -1.0 7.44e-01 1.69e-01h  1
 273  1.4762929e+01 4.37e-07 1.01e-01  -3.8 2.93e-01    -  7.67e-01 1.00e+00H  1
 274  1.4726942e+01 4.35e-06 1.27e-01  -3.8 1.08e-01  -1.4 9.87e-01 6.51e-01h  1
 275  1.4696440e+01 4.14e-06 5.74e-03  -3.8 5.88e-02  -1.0 1.00e+00 1.00e+00h  1
 276  1.4682720e+01 7.42e-07 6.85e-03  -3.8 2.65e-02  -0.6 1.00e+00 1.00e+00h  1
 277  1.4611169e+01 4.08e-06 5.76e-02  -3.8 1.66e-01  -1.1 1.00e+00 7.97e-01H  1
 278  1.4674104e+01 1.22e-05 9.39e-04  -3.8 6.73e-02    -  1.00e+00 1.00e+00h  1
 279  1.4645141e+01 1.22e-05 7.72e-02  -3.8 1.42e-01    -  6.06e-01 4.14e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 280  1.4605226e+01 7.17e-06 3.39e-03  -3.8 1.17e-01  -1.5 1.00e+00 1.00e+00h  1
 281  1.4548832e+01 1.15e-06 6.28e-02  -3.8 2.13e-01  -2.0 8.05e-01 1.00e+00H  1
 282  1.4511617e+01 4.26e-06 1.00e-02  -3.8 4.89e-02  -0.7 1.00e+00 1.00e+00h  1
 283  1.4462148e+01 1.33e-05 1.52e-01  -3.8 8.01e-01  -1.2 2.29e-01 1.05e-01h  1
 284  1.4492766e+01 1.99e-05 1.21e-02  -3.8 1.94e-01    -  1.00e+00 1.00e+00h  1
 285  1.4478861e+01 2.03e-05 2.65e-01  -3.8 1.14e+00    -  1.89e-01 4.52e-02h  3
 286  1.4461659e+01 6.47e-07 2.14e-03  -3.8 1.16e-02  -0.7 1.00e+00 1.00e+00h  1
 287  1.4443654e+01 2.03e-06 3.75e-03  -3.8 4.33e-02  -1.2 1.00e+00 9.49e-01h  1
 288  1.4340899e+01 2.56e-05 1.71e-01  -3.8 5.17e-01  -1.7 3.56e-01 5.57e-01H  1
 289  1.4421365e+01 8.62e-06 4.22e-03  -3.8 1.56e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 290  1.4338546e+01 2.66e-05 8.61e-03  -3.8 1.53e-01  -1.3 1.00e+00 1.00e+00h  1
 291  1.4341496e+01 1.83e-05 1.55e-01  -3.8 1.17e-01    -  1.00e+00 3.43e-01h  1
 292  1.4276205e+01 1.06e-06 1.52e-01  -3.8 3.57e-01    -  5.98e-01 1.00e+00H  1
 293  1.4230297e+01 5.10e-06 8.87e-03  -3.8 6.17e-02  -0.8 1.00e+00 1.00e+00h  1
 294  1.4171188e+01 1.94e-05 1.45e-02  -3.8 9.42e+00  -1.3 1.24e-02 1.23e-02h  1
 295  1.4236802e+01 1.62e-05 2.31e-03  -3.8 7.37e-02    -  1.00e+00 1.00e+00h  1
 296  1.4202590e+01 9.42e-06 4.63e-02  -3.8 2.47e-01    -  3.43e-01 2.84e-01H  1
 297  1.4050816e+01 6.38e-06 3.05e-02  -3.8 4.66e-01  -1.8 8.95e-01 9.30e-01H  1
 298  1.4121947e+01 2.44e-05 8.97e-03  -3.8 1.34e-01    -  1.00e+00 1.00e+00h  1
 299  1.4099355e+01 1.33e-05 1.44e-01  -3.8 3.34e+00    -  4.00e-02 2.01e-02h  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 300  1.4026023e+01 1.87e-05 1.47e-01  -3.8 2.35e-01  -1.4 5.96e-01 4.42e-01H  1
 301  1.3916247e+01 3.03e-05 2.48e-01  -3.8 5.95e-01  -1.8 3.46e-01 7.05e-01H  1
 302  1.4014817e+01 1.94e-05 1.48e-02  -3.8 2.25e-01    -  1.00e+00 1.00e+00h  1
 303  1.3914130e+01 4.51e-05 5.07e-02  -3.8 2.57e-01  -1.4 9.88e-01 8.76e-01h  1
 304  1.3894239e+01 3.93e-05 1.41e-01  -3.8 2.82e-01    -  7.02e-01 1.00e+00h  1
 305  1.3831892e+01 8.91e-06 1.71e-02  -3.8 1.03e-01  -1.0 9.79e-01 1.00e+00h  1
 306  1.3751621e+01 3.97e-05 1.03e-01  -3.8 6.72e+00  -1.5 3.78e-02 3.00e-02h  1
 307  1.3753667e+01 3.00e-05 1.82e-01  -3.8 3.19e-01    -  5.49e-01 2.78e-01h  1
 308  1.3735502e+01 3.00e-05 1.81e-01  -3.8 1.47e+00    -  9.38e-02 8.67e-02h  3
 309  1.3687164e+01 1.40e-05 1.32e-02  -3.8 1.47e-01  -1.0 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 310  1.3606957e+01 5.24e-05 2.82e-02  -3.8 1.46e+00  -1.5 1.73e-01 1.61e-01h  1
 311  1.3659764e+01 2.54e-05 1.25e-02  -3.8 1.92e-01    -  9.64e-01 1.00e+00h  1
 312  1.3583074e+01 1.55e-05 3.62e-02  -3.8 1.93e-01  -1.1 7.46e-01 6.40e-01h  1
 313  1.3489645e+01 6.58e-05 2.14e-01  -3.8 4.48e+00  -1.6 3.53e-02 6.24e-02h  1
 314  1.3577436e+01 2.24e-05 4.13e-03  -3.8 9.30e-02    -  1.00e+00 1.00e+00h  1
 315  1.3527684e+01 5.11e-05 8.33e-02  -3.8 1.33e+00  -2.1 6.72e-02 8.75e-02h  1
 316  1.3427106e+01 7.30e-05 8.31e-02  -3.8 3.12e+00  -1.6 1.08e-01 1.10e-01h  1
 317  1.3337434e+01 2.01e-05 4.88e-02  -3.8 7.40e-02  -0.3 9.43e-01 8.39e-01h  1
 318  1.3430513e+01 2.23e-05 1.22e-01  -3.8 1.67e-01    -  7.05e-01 1.00e+00h  1
 319  1.3347012e+01 1.05e-05 1.11e-01  -3.8 1.34e-01  -0.8 8.13e-01 5.85e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 320  1.3241818e+01 7.36e-05 5.63e-02  -3.8 5.45e-01  -1.3 5.55e-01 6.03e-01h  1
 321  1.3241521e+01 7.36e-05 1.37e-01  -3.8 2.13e+00    -  1.87e-02 4.36e-04h  1
 322  1.3239950e+01 1.79e-04 8.37e-01  -3.8 1.09e+00    -  1.20e-01 5.43e-01h  1
 323  1.3239576e+01 1.79e-04 4.87e-01  -3.8 3.08e+00    -  6.23e-02 5.44e-04h  1
 324  1.3256852e+01 7.08e-05 2.56e-01  -3.8 9.54e-02    -  4.43e-01 6.07e-01h  1
 325  1.3251976e+01 5.77e-05 1.99e-01  -3.8 5.98e-01    -  2.17e-01 2.15e-01h  1
 326  1.3052378e+01 7.17e-05 5.20e-02  -3.8 3.51e-01  -0.8 9.14e-01 1.00e+00h  1
 327  1.2970810e+01 4.81e-05 5.83e-02  -3.8 1.56e-01  -0.4 5.50e-01 5.71e-01h  1
 328  1.2975967e+01 4.72e-05 1.82e-01  -3.8 6.78e-01    -  1.59e-01 1.92e-02h  1
 329  1.2930301e+01 8.31e-05 1.70e-01  -3.8 3.90e-01  -0.9 6.93e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 330  1.2856679e+01 4.25e-05 9.20e-02  -3.8 1.74e-01  -0.5 6.76e-01 7.63e-01h  1
 331  1.2839510e+01 3.43e-05 3.60e-01  -3.8 7.21e-02  -0.0 1.00e+00 2.07e-01h  1
 332  1.3164623e+01 2.34e-04 1.33e+00  -3.8 6.93e-01    -  1.22e-01 7.97e-01h  1
 333  1.3162468e+01 2.32e-04 1.48e+00  -3.8 2.48e-01  -0.5 2.65e-01 6.30e-03h  1
 334  1.3177503e+01 1.59e-04 9.36e-01  -3.8 2.74e-01    -  1.53e-01 3.24e-01h  1
 335  1.3165537e+01 1.53e-04 8.78e-01  -3.8 2.76e+00    -  4.29e-02 5.02e-02h  1
 336  1.2940767e+01 1.21e-04 6.57e-01  -3.8 1.53e+00  -1.0 1.69e-01 2.50e-01h  1
 337  1.2938920e+01 1.21e-04 6.35e-01  -3.8 3.29e-01  -0.6 1.71e-01 3.29e-03h  1
 338  1.2874367e+01 1.88e-04 7.38e-01  -3.8 8.76e+00    -  5.96e-03 6.79e-02h  1
 339  1.2873155e+01 1.88e-04 5.94e-01  -3.8 1.28e+00  -1.0 9.43e-02 1.31e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 340  1.2902967e+01 1.23e-04 8.19e-01  -3.8 3.17e-01    -  1.08e-01 3.58e-01h  1
 341  1.2869374e+01 1.22e-04 7.97e-01  -3.8 3.69e+00    -  3.76e-02 3.32e-02h  1
 342  1.2512271e+01 1.38e-04 8.02e-01  -3.8 8.79e-01  -0.6 2.17e-01 4.38e-01h  1
 343  1.2509666e+01 1.38e-04 7.74e-01  -3.8 2.55e-01  -0.2 4.33e-01 4.81e-03h  1
 344  1.2114090e+01 2.17e-04 9.62e-01  -3.8 7.68e-01  -0.7 9.02e-02 6.88e-01h  1
 345  1.2049098e+01 2.01e-04 7.93e-01  -3.8 4.77e-01  -0.2 2.29e-01 9.24e-02h  1
 346  1.2047947e+01 2.01e-04 8.41e-01  -3.8 9.73e+00    -  1.06e-02 3.04e-04h  1
 347  1.1730380e+01 1.50e-04 7.84e-01  -3.8 1.07e+00  -0.7 1.06e-01 4.34e-01h  1
 348  1.1627620e+01 1.30e-04 8.33e-01  -3.8 5.32e-01  -0.3 2.32e-01 1.41e-01h  1
 349  1.1624110e+01 1.30e-04 7.37e-01  -3.8 9.76e-01  -0.8 8.21e-02 5.59e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 350  1.1347049e+01 1.50e-04 6.53e-01  -3.8 4.43e+00  -1.2 2.55e-02 1.06e-01h  1
 351  1.1272119e+01 1.49e-04 6.53e-01  -3.8 5.15e+00  -0.8 1.60e-02 1.34e-02h  1
 352  1.1271733e+01 1.49e-04 7.78e-01  -3.8 1.59e+00    -  4.01e-02 8.20e-04h  1
 353  1.1056374e+01 1.70e-04 6.26e-01  -3.8 8.39e+00    -  6.72e-03 5.50e-02h  1
 354  1.0934288e+01 1.46e-04 1.93e+00  -3.8 7.24e-01  -0.4 3.27e-02 1.51e-01h  1
 355  1.0934175e+01 1.45e-04 2.18e+00  -3.8 5.08e-01    -  6.26e-02 6.78e-04h  1
 356  1.0903748e+01 1.20e-04 1.48e+00  -3.8 1.03e+00    -  4.04e-02 2.50e-01h  1
 357  1.0736116e+01 1.13e-04 1.35e+00  -3.8 2.12e+00  -0.9 7.27e-02 8.22e-02h  1
 358  1.0501618e+01 1.11e-04 1.21e+00  -3.8 1.27e+00  -0.4 7.55e-02 1.25e-01h  1
 359  1.0499938e+01 1.11e-04 1.21e+00  -3.8 3.38e+00  -0.9 3.75e-02 3.70e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 360  9.9453568e+00 3.03e-04 5.39e-01  -3.8 1.08e+00  -0.5 1.09e-01 4.74e-01h  1
 361  9.9417816e+00 3.02e-04 6.64e-01  -3.8 3.54e-01  -0.1 3.67e-01 4.09e-03h  1
 362  9.3448531e+00 5.31e-04 9.97e-01  -3.8 1.35e+00  -0.5 6.92e-02 3.72e-01h  1
 363  9.3412817e+00 5.29e-04 8.15e-01  -3.8 4.75e-01  -0.1 2.77e-01 2.99e-03h  1
 364  8.7941181e+00 4.65e-04 6.28e-01  -3.8 1.82e+00  -0.6 5.16e-02 2.49e-01h  1
 365  8.7908251e+00 4.63e-04 6.62e-01  -3.8 5.35e-01  -0.2 2.64e-01 2.40e-03h  1
 366  8.2008534e+00 4.22e-04 5.23e-01  -3.8 2.60e+00  -0.6 4.62e-02 1.79e-01h  1
 367  8.1972710e+00 4.21e-04 6.26e-01  -3.8 7.14e-01  -0.2 2.74e-01 1.85e-03h  1
 368  7.4505880e+00 7.22e-04 5.12e-01  -3.8 3.16e+01  -0.7 2.18e-03 1.46e-02h  1
 369  7.4467825e+00 7.22e-04 5.19e-01  -3.8 1.21e+00  -0.3 1.06e-01 1.08e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 370  6.9568838e+00 7.49e-04 4.81e-01  -3.8 1.42e+01  -0.7 1.49e-02 2.44e-02h  1
 371  6.9537138e+00 7.48e-04 6.28e-01  -3.8 1.21e+00  -0.3 1.16e-01 1.10e-03h  1
 372  6.3208844e+00 7.74e-04 6.86e-01  -3.8 2.08e+01  -0.8 6.02e-03 2.22e-02h  1
 373  6.3174291e+00 7.74e-04 1.03e+00  -3.8 1.49e+00  -0.4 1.12e-01 8.81e-04h  1
 374  5.7401722e+00 7.69e-04 1.03e+00  -3.8 1.44e+01  -0.8 5.46e-03 3.14e-02h  1
 375  5.7370521e+00 7.69e-04 9.90e-01  -3.8 1.65e+00  -0.4 9.85e-02 7.73e-04h  1
 376  5.3815659e+00 7.42e-04 8.61e-01  -3.8 7.36e+00  -0.9 2.09e-02 3.97e-02h  1
 377  5.0709080e+00 7.02e-04 2.49e+00  -3.8 2.88e+00  -0.5 1.29e-02 5.70e-02h  1
 378  4.9014380e+00 6.40e-04 2.51e+00  -3.8 7.41e-01  -0.0 1.97e-01 8.82e-02h  1
 379  4.8950131e+00 6.39e-04 2.63e+00  -3.8 2.42e+00  -0.5 2.37e-02 1.45e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 380  4.4886191e+00 4.61e-04 1.10e+00  -3.8 6.13e-01  -0.1 5.60e-02 2.80e-01h  1
 381  4.2351266e+00 4.60e-04 2.09e+00  -3.8 8.28e+01  -0.6 5.11e-04 1.25e-03h  1
 382  3.8220122e+00 4.06e-04 1.59e+00  -3.8 1.20e+00  -0.1 7.13e-02 1.19e-01h  1
 383  3.5240825e+00 3.00e-04 3.07e+00  -3.8 3.19e-01   0.3 5.63e-02 2.62e-01h  1
 384  3.5196788e+00 2.99e-04 2.68e+00  -3.8 1.49e+00  -0.2 1.99e-02 8.67e-04h  1
 385  2.3920014e+00 7.28e-04 6.98e+00  -3.8 2.97e-01   0.2 7.01e-02 1.00e+00h  1
 386  2.3584379e+00 6.99e-04 5.31e+00  -3.8 1.43e-01   0.7 9.18e-01 3.98e-02h  1
 387  1.1397479e+00 7.29e-04 2.57e+00  -3.8 5.03e-01   0.2 2.97e-01 5.29e-01h  1
 388  9.4530676e-01 6.18e-04 2.15e+00  -3.8 2.27e-01   0.6 2.24e-01 1.64e-01h  1
 389  9.0556779e-01 6.12e-04 2.22e+00  -3.8 9.80e-01   0.1 1.26e-01 1.06e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 390  7.0759515e-01 4.87e-04 1.81e+00  -3.8 2.52e-01   0.6 1.00e+00 2.05e-01h  1
 391  4.8996968e-01 4.46e-04 1.66e+00  -3.8 1.08e+00   0.1 1.77e-01 8.81e-02h  1
 392  4.7631252e-01 4.45e-04 1.61e+00  -3.8 5.25e+00    -  2.52e-02 2.47e-03h  1
 393  7.1364317e-04 4.48e-04 1.63e+00  -3.8 3.61e+01    -  4.16e-03 1.30e-02h  1
 394 -6.3278729e-04 4.48e-04 5.07e+00  -3.8 2.30e+00    -  4.22e-01 5.77e-04h  1
 395 -3.7373525e-03 6.83e-04 5.21e+00  -3.8 1.81e-01    -  2.17e-01 1.00e+00h  1
