This is MadNLP version v0.8.3, running with cuDSS v0.1.0

Number of nonzeros in constraint Jacobian............:    11848
Number of nonzeros in Lagrangian Hessian.............:     5280

Total number of variables............................:     3630
                     variables with only lower bounds:     1760
                variables with lower and upper bounds:      110
                     variables with only upper bounds:        0
Total number of equality constraints.................:     3520
Total number of inequality constraints...............:      440
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:      440

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 210  1.2278881e+01 1.28e-04 1.96e+01  -3.8 2.17e-01   0.3 2.24e-01 9.47e-01h  1
 211  1.2251029e+01 9.13e-05 2.09e+01  -3.8 9.33e-02   0.7 7.18e-01 3.11e-01h  1
 212  1.2233735e+01 8.96e-05 7.16e+01  -3.8 4.03e-01   0.2 1.02e-01 4.92e-02h  1
 213  1.2224955e+01 9.05e-05 5.14e+01  -3.8 1.20e+01  -0.2 6.29e-04 1.19e-03h  1
 214  1.2208699e+01 6.49e-05 1.22e+02  -3.8 1.32e-01   0.2 5.30e-01 2.79e-01h  1
 215  1.2189858e+01 2.86e-05 7.26e+00  -3.8 6.59e-02   0.6 1.00e+00 5.80e-01h  1
 216  1.2136755e+01 4.16e-05 1.66e+02  -3.8 2.18e-01   0.1 2.82e-01 6.25e-01h  1
 217  1.2078517e+01 3.64e-05 4.84e-01  -3.8 1.12e-01   0.6 1.00e+00 1.00e+00h  1
 218  1.2023229e+01 6.50e-05 8.97e+00  -3.8 1.37e+00   0.1 1.88e-02 5.95e-02h  1
 219  1.1981132e+01 1.96e-05 1.27e+00  -3.8 9.46e-02   0.5 1.00e+00 9.66e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 220  1.1974609e+01 1.90e-05 1.10e+02  -3.8 2.85e-01   0.0 2.04e-01 4.68e-02h  1
 221  1.1944123e+01 3.52e-05 3.03e+01  -3.8 1.06e+01  -0.4 6.93e-04 6.33e-03h  1
 222  1.1932633e+01 3.34e-05 3.80e+01  -3.8 2.71e-01  -0.0 1.34e-01 7.85e-02h  1
 223  1.1854606e+01 8.54e-05 2.96e+01  -3.8 1.86e-01   0.4 5.35e-01 8.46e-01h  1
 224  1.1835727e+01 6.33e-05 2.78e+01  -3.8 7.19e-02   0.8 3.97e-01 2.75e-01h  1
 225  1.1792133e+01 4.88e-05 1.16e+01  -3.8 1.38e-01   0.4 6.77e-01 1.00e+00h  1
 226  1.1748229e+01 1.32e-05 2.84e+00  -3.8 5.74e-02   0.8 7.47e-01 8.50e-01h  1
 227  1.1728932e+01 1.51e-05 8.23e+01  -3.8 2.48e-01   0.3 4.97e-01 1.34e-01h  1
 228  1.1697347e+01 2.42e-05 5.85e+01  -3.8 7.41e-01  -0.2 6.34e-02 7.10e-02h  1
 229  1.1685699e+01 2.22e-05 4.18e+01  -3.8 1.78e-01   0.3 8.82e-02 1.03e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 230  1.1636473e+01 4.26e-05 4.76e+00  -3.8 1.03e-01   0.7 1.00e+00 8.28e-01h  1
 231  1.1628070e+01 3.69e-05 3.45e+01  -3.8 1.67e-01   0.2 4.85e-01 1.37e-01h  1
 232  1.1600824e+01 6.52e-06 2.75e-01  -3.8 6.33e-02   0.6 1.00e+00 1.00e+00h  1
 233  1.1532915e+01 9.59e-05 1.39e+01  -3.8 4.71e-01   0.2 1.52e-01 3.42e-01h  1
 234  1.1508518e+01 7.65e-05 2.89e+01  -3.8 1.30e-01   0.6 5.85e-01 2.32e-01h  1
 235  1.1494848e+01 7.48e-05 7.03e+01  -3.8 4.11e-01   0.1 6.94e-02 4.11e-02h  1
 236  1.1462910e+01 5.16e-05 2.22e+01  -3.8 1.07e-01   0.5 3.07e-01 3.46e-01h  1
 237  1.1437379e+01 5.94e-05 1.57e+01  -3.8 9.08e+00   0.1 3.38e-04 3.95e-03h  1
 238  1.1422739e+01 9.06e-06 5.62e+00  -3.8 7.45e-02   0.5 7.23e-01 1.00e+00h  1
 239  1.1396495e+01 5.85e-06 2.50e-01  -3.8 3.07e-02   0.9 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 240  1.1361988e+01 1.85e-05 2.36e+00  -3.8 1.40e-01   0.4 4.52e-01 5.60e-01h  1
 241  1.1331836e+01 7.50e-06 3.71e-01  -3.8 5.13e-02   0.9 1.00e+00 1.00e+00h  1
 242  1.1269634e+01 4.32e-05 6.48e+00  -3.8 2.37e-01   0.4 2.52e-01 4.33e-01h  1
 243  1.1265139e+01 3.46e-05 2.45e+01  -3.8 4.10e-02   0.8 1.00e+00 1.99e-01h  1
 244  1.1233277e+01 1.29e-05 1.91e+01  -3.8 1.20e-01   0.3 2.88e-01 6.75e-01h  1
 245  1.1221684e+01 1.18e-05 1.03e+01  -3.8 2.36e-01  -0.1 1.26e-01 1.04e-01h  1
 246  1.1190709e+01 7.66e-06 2.16e+02  -3.8 1.00e-01   0.3 2.86e-01 6.88e-01h  1
 247  1.1170940e+01 1.03e-05 3.20e-01  -3.8 6.32e-02   0.7 1.00e+00 1.00e+00h  1
 248  1.1092624e+01 8.97e-05 5.80e+01  -3.8 3.28e-01   0.2 2.20e-01 4.69e-01h  1
 249  1.1091934e+01 8.95e-05 5.89e+01  -3.8 9.88e-01  -0.2 5.21e-02 1.41e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 250  1.1046293e+01 6.90e-05 3.90e+01  -3.8 3.84e-01   0.2 2.09e-01 3.31e-01h  1
 251  1.1029554e+01 5.29e-05 5.22e+01  -3.8 9.49e-02   0.6 7.28e-01 2.36e-01h  1
 252  1.1011878e+01 4.74e-05 6.59e+01  -3.8 2.57e-01   0.1 1.38e-01 1.11e-01h  1
 253  1.0985018e+01 4.79e-05 9.03e+01  -3.8 2.79e+00  -0.4 2.05e-02 1.71e-02h  1
 254  1.0888652e+01 1.71e-04 6.61e+01  -3.8 1.44e+00   0.1 4.90e-03 1.23e-01h  1
 255  1.0887835e+01 1.70e-04 6.30e+01  -3.8 8.55e-02   0.5 2.78e-01 7.28e-03h  1
 256  1.0833851e+01 1.72e-04 5.82e+01  -3.8 2.63e+00   0.0 1.96e-03 4.83e-02h  1
 257  1.0809391e+01 1.45e-04 4.61e+01  -3.8 1.72e-01   0.4 4.46e-01 1.60e-01h  1
 258  1.0792928e+01 1.41e-04 6.45e+01  -3.8 7.75e-01  -0.0 5.88e-02 2.87e-02h  1
 259  1.0756117e+01 1.03e-04 9.81e+01  -3.8 1.37e-01   0.4 3.52e-01 2.72e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 260  1.0708696e+01 3.20e-05 8.12e+01  -3.8 7.19e-02   0.8 5.29e-01 6.99e-01h  1
 261  1.0698559e+01 3.04e-05 2.01e+02  -3.8 2.20e-01   0.3 2.38e-01 5.44e-02h  1
 262  1.0597458e+01 1.99e-04 1.12e+02  -3.8 7.43e-01  -0.1 2.48e-02 4.68e-01h  1
 263  1.0579723e+01 1.91e-04 1.04e+02  -3.8 3.68e-01   0.3 2.72e-01 4.80e-02h  1
 264  1.0570538e+01 1.91e-04 1.03e+02  -3.8 2.78e+00  -0.2 9.06e-03 3.81e-03h  1
 265  1.0525511e+01 1.74e-04 9.50e+01  -3.8 1.26e+00  -0.7 6.29e-02 1.00e-01h  1
 266  1.0501536e+01 1.58e-04 8.07e+01  -3.8 4.58e-01  -0.2 1.35e-01 9.75e-02h  1
 267  1.0476976e+01 1.25e-04 7.06e+01  -3.8 1.73e-01   0.2 4.49e-02 2.16e-01h  1
 268  1.0413140e+01 1.58e-05 1.07e+01  -3.8 7.94e-02   0.6 7.02e-01 1.00e+00h  1
 269  1.0335285e+01 8.93e-05 1.60e+01  -3.8 6.21e-01   0.1 1.43e-01 2.29e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 270  1.0334547e+01 8.92e-05 1.26e+01  -3.8 1.44e+00  -0.3 3.32e-02 1.06e-03h  1
 271  1.0299444e+01 8.30e-05 1.14e+01  -3.8 7.18e-01   0.1 1.04e-01 1.24e-01h  1
 272  1.0285720e+01 6.80e-05 9.84e+01  -3.8 1.08e-01   0.5 8.07e-01 1.83e-01h  1
 273  1.0263102e+01 5.78e-05 1.64e+01  -3.8 2.37e-01   0.0 7.97e-02 1.58e-01h  1
 274  1.0237889e+01 5.89e-05 5.98e+01  -3.8 2.01e+01  -0.4 9.07e-04 2.32e-03h  1
 275  1.0211596e+01 4.87e-05 1.85e+02  -3.8 2.41e-01  -0.0 7.30e-02 1.83e-01h  1
 276  1.0130105e+01 7.02e-05 5.23e+01  -3.8 2.06e-01   0.4 3.75e-01 6.75e-01h  1
 277  1.0129163e+01 6.86e-05 4.35e+01  -3.8 4.05e-02   0.8 9.91e-01 2.31e-02h  1
 278  1.0081695e+01 6.71e-06 2.04e+01  -3.8 1.05e-01   0.4 2.76e-01 1.00e+00h  1
 279  1.0055512e+01 7.81e-06 3.24e-01  -3.8 5.26e-02   0.8 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 280  1.0015099e+01 2.33e-05 4.89e+00  -3.8 2.45e-01   0.3 2.17e-01 3.03e-01h  1
 281  1.0004470e+01 2.39e-05 8.71e+01  -3.8 1.34e+00  -0.2 4.26e-02 1.11e-02h  1
 282  9.9794240e+00 2.17e-05 8.24e+01  -3.8 1.61e-01   0.3 2.36e-01 2.19e-01h  1
 283  9.9547171e+00 1.82e-05 6.98e+01  -3.8 9.28e-02   0.7 2.44e-01 4.45e-01h  1
 284  9.9051963e+00 9.18e-05 8.73e+01  -3.8 1.98e-01   0.2 2.51e-01 1.00e+00h  1
 285  9.8717797e+00 6.56e-05 6.13e+01  -3.8 1.00e-01   0.6 6.82e-01 3.14e-01h  1
 286  9.8115010e+00 9.15e-05 5.20e+01  -3.8 6.48e-01   0.2 8.18e-02 1.52e-01h  1
 287  9.7965620e+00 8.28e-05 1.06e+02  -3.8 1.48e-01   0.6 5.53e-01 1.09e-01h  1
 288  9.7662137e+00 7.76e-05 1.47e+02  -3.8 3.26e-01   0.1 1.56e-01 1.16e-01h  1
 289  9.7379737e+00 6.98e-05 1.23e+02  -3.8 1.90e-01   0.5 1.56e-01 1.87e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 290  9.6342875e+00 2.53e-04 2.81e+01  -3.8 7.56e-01   0.1 5.88e-02 3.54e-01h  1
 291  9.6091791e+00 2.27e-04 2.29e+01  -3.8 2.05e-01   0.5 3.42e-01 1.11e-01h  1
 292  9.5918430e+00 2.16e-04 2.00e+01  -3.8 6.98e-01   0.0 5.95e-03 4.84e-02h  1
 293  9.5875525e+00 2.08e-04 1.97e+02  -3.8 9.24e-02   0.4 4.80e-01 3.77e-02h  1
 294  9.5515882e+00 1.76e-04 1.39e+02  -3.8 3.70e-01  -0.0 1.26e-01 1.59e-01h  1
 295  9.4285126e+00 1.12e-04 5.66e+01  -3.8 1.94e-01   0.4 6.75e-01 1.00e+00h  1
 296  9.3987208e+00 7.84e-05 1.01e+02  -3.8 7.80e-02   0.8 7.52e-01 3.34e-01h  1
 297  9.3499123e+00 1.27e-05 1.49e+01  -3.8 1.24e-01   0.3 3.62e-01 9.72e-01h  1
 298  9.3243888e+00 8.58e-06 1.62e+01  -3.8 6.09e-02   0.8 1.00e+00 4.80e-01h  1
 299  9.2938099e+00 1.58e-05 1.30e+01  -3.8 2.75e-01   0.3 2.02e-01 2.00e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 300  9.2818381e+00 1.71e-05 1.34e+01  -3.8 1.04e+00  -0.2 1.80e-02 1.61e-02h  1
 301  9.2617364e+00 1.57e-05 1.09e+02  -3.8 1.80e-01   0.2 2.97e-01 1.68e-01h  1
 302  9.2071075e+00 4.24e-05 3.26e+01  -3.8 1.04e-01   0.7 7.30e-01 9.52e-01h  1
 303  9.2055287e+00 4.20e-05 1.19e+02  -3.8 2.99e-01   0.2 3.24e-01 1.18e-02h  1
 304  9.1717732e+00 8.25e-06 2.82e-01  -3.8 7.05e-02   0.6 1.00e+00 1.00e+00h  1
 305  9.1048400e+00 7.91e-05 1.25e+01  -3.8 6.03e-01   0.1 1.16e-01 2.46e-01h  1
 306  9.0810482e+00 6.54e-05 7.97e+00  -3.8 1.43e-01   0.6 3.20e-01 2.07e-01h  1
 307  9.0703563e+00 6.45e-05 7.49e+01  -3.8 4.91e-01   0.1 6.53e-02 2.51e-02h  1
 308  9.0382241e+00 4.75e-05 6.58e+01  -3.8 1.17e-01   0.5 3.34e-01 3.11e-01h  1
 309  8.9918112e+00 1.37e-05 4.87e-01  -3.8 5.79e-02   0.9 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 310  8.9888203e+00 1.35e-05 1.16e+02  -3.8 1.34e-01   0.4 3.23e-01 2.19e-02h  1
 311  8.9746138e+00 2.03e-06 2.55e-01  -3.8 3.40e-02   0.9 1.00e+00 1.00e+00h  1
 312  8.9200348e+00 4.47e-05 1.12e+01  -3.8 1.50e-01   0.4 3.55e-01 8.78e-01h  1
 313  8.8722111e+00 1.13e-05 6.14e+00  -3.8 6.27e-02   0.8 7.19e-01 1.00e+00h  1
 314  8.8306744e+00 2.94e-05 7.71e+00  -3.8 4.97e-01   0.3 1.53e-01 1.00e-01h  1
 315  8.8221233e+00 2.68e-05 1.91e+02  -3.8 8.31e-02   0.8 1.00e+00 9.91e-02h  1
 316  8.7838896e+00 1.21e-05 7.42e+00  -3.8 1.27e-01   0.3 3.25e-01 6.01e-01h  1
 317  8.7703067e+00 1.23e-05 2.75e+01  -3.8 1.36e+00  -0.2 1.05e-02 1.97e-02h  1
 318  8.7295647e+00 3.35e-05 2.16e+01  -3.8 3.44e-01   0.2 2.95e-01 2.58e-01h  1
 319  8.6601951e+00 5.17e-05 1.44e+01  -3.8 1.03e-01   0.7 5.70e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 320  8.6236155e+00 6.10e-05 1.12e+01  -3.8 2.17e+00   0.2 3.03e-02 1.72e-02h  1
 321  8.5837050e+00 1.65e-05 1.05e+00  -3.8 8.67e-02   0.6 1.00e+00 9.65e-01h  1
 322  8.5744229e+00 1.62e-05 6.43e+01  -3.8 2.70e-01   0.1 1.24e-01 4.92e-02h  1
 323  8.5439851e+00 2.46e-05 3.04e+00  -3.8 1.09e+01  -0.3 1.76e-03 4.24e-03h  1
 324  8.5108415e+00 2.29e-05 6.91e+01  -3.8 2.26e-01   0.1 1.46e-01 2.08e-01h  1
 325  8.4567090e+00 3.28e-05 1.31e+01  -3.8 1.64e-01   0.5 6.33e-02 4.83e-01h  1
 326  8.4408246e+00 1.69e-06 1.36e+00  -3.8 3.02e-02   0.9 1.00e+00 9.63e-01h  1
 327  8.3928469e+00 2.18e-05 9.21e+00  -3.8 1.10e-01   0.5 2.90e-01 1.00e+00h  1
 328  8.3408479e+00 4.90e-05 9.10e+00  -3.8 7.43e+00  -0.0 1.26e-02 1.14e-02h  1
 329  8.3253303e+00 4.79e-05 5.56e+01  -3.8 2.72e-01   0.4 2.48e-01 6.37e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 330  8.3054731e+00 4.79e-05 4.23e+01  -3.8 5.14e-01  -0.1 4.15e-02 4.67e-02h  1
 331  8.2743621e+00 3.83e-05 2.11e+01  -3.8 1.38e-01   0.4 1.98e-01 2.56e-01h  1
 332  8.2724714e+00 3.69e-05 6.68e+01  -3.8 5.38e-02   0.8 5.67e-01 3.77e-02h  1
 333  8.2500741e+00 1.98e-05 1.55e+02  -3.8 1.09e-01   0.3 1.39e-01 4.86e-01h  1
 334  8.2388247e+00 9.99e-06 8.34e+01  -3.8 5.53e-02   0.7 1.00e+00 5.19e-01h  1
 335  8.1393080e+00 1.48e-04 5.02e+01  -3.8 2.82e-01   0.3 2.13e-01 7.96e-01h  1
 336  8.1073358e+00 1.15e-04 3.79e+01  -3.8 1.17e-01   0.7 1.57e-01 2.41e-01h  1
 337  8.0980448e+00 1.07e-04 5.51e+01  -3.8 2.74e-01   0.2 3.34e-01 6.91e-02h  1
 338  8.0811151e+00 9.97e-05 4.00e+01  -3.8 3.98e-01  -0.3 6.09e-02 7.40e-02h  1
 339  8.0462110e+00 6.50e-05 7.08e+01  -3.8 1.41e-01   0.2 2.40e-01 3.60e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 340  8.0110103e+00 2.62e-05 3.91e+01  -3.8 1.01e-01   0.6 7.98e-01 6.35e-01h  1
 341  7.9828199e+00 5.20e-06 2.66e+01  -3.8 3.61e-02   1.0 7.08e-01 1.00e+00h  1
 342  7.9177084e+00 4.30e-05 7.85e+00  -3.8 1.50e-01   0.5 3.71e-01 6.98e-01h  1
 343  7.9167437e+00 4.30e-05 7.74e+00  -3.8 4.53e+00   0.1 7.31e-03 3.61e-04h  1
 344  7.8592115e+00 3.33e-05 2.39e+00  -3.8 1.25e-01   0.5 8.68e-01 9.53e-01h  1
 345  7.8525118e+00 3.30e-05 8.66e+01  -3.8 4.50e-01   0.0 8.10e-02 2.09e-02h  1
 346  7.8312856e+00 2.49e-05 1.22e+02  -3.8 1.05e-01   0.4 3.80e-01 2.73e-01h  1
 347  7.7387682e+00 1.33e-04 7.14e+01  -3.8 3.77e+01  -0.0 5.64e-05 4.49e-03f  1
 348  7.7380260e+00 1.32e-04 7.05e+01  -3.8 1.21e-01   0.4 6.29e-02 5.96e-03h  1
 349  7.6927535e+00 5.98e-05 5.01e+01  -3.8 1.06e-01   0.8 2.58e-01 5.57e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 350  7.6595213e+00 4.43e-05 3.79e+01  -3.8 1.89e-01   0.3 4.53e-01 2.92e-01h  1
 351  7.6168780e+00 1.38e-05 1.58e+01  -3.8 7.43e-02   0.8 4.75e-01 7.20e-01h  1
 352  7.6098735e+00 1.32e-05 8.27e+01  -3.8 1.81e-01   0.3 1.54e-01 4.72e-02h  1
 353  7.5668918e+00 2.68e-05 2.70e+01  -3.8 2.47e+00  -0.2 9.05e-03 2.38e-02h  1
 354  7.5406818e+00 2.45e-05 8.95e+01  -3.8 1.85e-01   0.2 1.10e-01 1.71e-01h  1
 355  7.5310258e+00 7.65e-06 2.92e-01  -3.8 6.53e-02   0.7 1.00e+00 1.00e+00h  1
 356  7.4161169e+00 1.37e-04 1.71e+02  -3.8 3.39e-01   0.2 1.60e-01 6.46e-01h  1
 357  7.3811019e+00 1.12e-04 1.35e+02  -3.8 1.54e-01   0.6 1.25e-01 2.06e-01h  1
 358  7.3712206e+00 1.08e-04 1.34e+02  -3.8 4.67e-01   0.1 1.86e-01 3.72e-02h  1
 359  7.3568508e+00 1.03e-04 1.25e+02  -3.8 4.67e-01  -0.4 3.45e-02 5.01e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 360  7.3335889e+00 8.34e-05 1.04e+02  -3.8 1.65e-01   0.1 2.31e-01 1.95e-01h  1
 361  7.2902193e+00 4.39e-05 5.11e+01  -3.8 1.44e-01   0.5 4.74e-01 5.12e-01h  1
 362  7.2453367e+00 9.67e-06 4.14e+01  -3.8 4.68e-02   0.9 6.56e-01 1.00e+00h  1
 363  7.1872188e+00 3.58e-05 2.69e+01  -3.8 2.28e-01   0.4 2.43e-01 3.57e-01h  1
 364  7.1633526e+00 4.05e-06 3.33e-01  -3.8 4.46e-02   0.9 1.00e+00 1.00e+00h  1
 365  7.1344702e+00 1.05e-05 7.74e+00  -3.8 1.96e-01   0.4 1.48e-01 2.57e-01h  1
 366  7.1261974e+00 1.10e-05 7.38e+01  -3.8 1.09e+00  -0.1 3.47e-02 9.80e-03h  1
 367  7.1018780e+00 9.08e-06 8.47e+01  -3.8 1.27e-01   0.3 3.36e-01 2.84e-01h  1
 368  7.0618717e+00 2.07e-05 5.91e-01  -3.8 7.44e-02   0.8 1.00e+00 9.83e-01h  1
 369  6.9850055e+00 6.58e-05 8.88e+01  -3.8 3.89e-01   0.3 1.13e-01 2.39e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 370  6.9830338e+00 6.35e-05 5.38e+01  -3.8 7.37e-02   0.7 6.70e-01 3.51e-02h  1
 371  6.9476444e+00 6.62e-05 5.72e+01  -3.8 1.79e+00   0.2 1.20e-03 3.14e-02h  1
 372  6.9330075e+00 5.67e-05 7.93e+01  -3.8 1.07e-01   0.7 6.81e-01 1.46e-01h  1
 373  6.9086670e+00 5.04e-05 5.18e+01  -3.8 2.46e-01   0.2 8.88e-02 1.17e-01h  1
 374  6.8757949e+00 3.00e-05 4.99e+01  -3.8 8.26e-02   0.6 2.73e-01 4.11e-01h  1
 375  6.8428222e+00 7.35e-06 1.56e+01  -3.8 4.30e-02   1.0 8.58e-01 1.00e+00h  1
 376  6.7903607e+00 2.17e-05 1.16e+01  -3.8 1.58e-01   0.6 3.01e-01 3.69e-01h  1
 377  6.7882957e+00 2.17e-05 1.13e+01  -3.8 1.48e+00   0.1 3.80e-02 2.41e-03h  1
 378  6.7221626e+00 7.61e-05 1.87e+01  -3.8 1.65e-01   0.5 3.76e-01 7.21e-01h  1
 379  6.6971551e+00 5.32e-05 2.99e+01  -3.8 6.07e-02   0.9 7.81e-01 3.21e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 380  6.6774609e+00 4.96e-05 1.40e+02  -3.8 1.87e-01   0.5 2.80e-01 9.75e-02h  1
 381  6.6048406e+00 6.82e-05 2.02e+01  -3.8 6.44e-01  -0.0 4.86e-02 1.07e-01h  1
 382  6.6005215e+00 6.75e-05 1.93e+01  -3.8 2.83e-01   0.4 1.85e-02 1.26e-02h  1
 383  6.5713472e+00 6.90e-06 1.63e+01  -3.8 5.36e-02   0.8 6.78e-01 1.00e+00h  1
 384  6.4714061e+00 1.14e-04 6.31e+01  -3.8 3.49e-01   0.4 1.05e-01 3.80e-01h  1
 385  6.4449500e+00 9.67e-05 5.45e+01  -3.8 1.10e-01   0.8 5.13e-01 1.64e-01h  1
 386  6.4260249e+00 8.80e-05 4.78e+01  -3.8 2.71e-01   0.3 4.04e-02 9.18e-02h  1
 387  6.4136793e+00 8.53e-05 4.82e+01  -3.8 4.63e-01  -0.2 4.84e-02 3.33e-02h  1
 388  6.3894383e+00 6.94e-05 8.18e+01  -3.8 1.49e-01   0.3 2.63e-01 1.89e-01h  1
 389  6.3197371e+00 3.78e-05 1.05e+02  -3.8 1.04e-01   0.7 1.85e-01 8.76e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 390  6.2710566e+00 5.55e-05 1.14e+02  -3.8 1.04e+01   0.2 6.43e-03 4.39e-03h  1
 391  6.2211143e+00 1.81e-05 2.27e+01  -3.8 9.56e-02   0.6 4.63e-01 8.62e-01h  1
 392  6.1836359e+00 8.61e-06 9.15e+00  -3.8 3.85e-02   1.1 1.00e+00 7.23e-01h  1
 393  6.1679068e+00 8.62e-06 7.16e+01  -3.8 1.27e-01   0.6 3.44e-01 1.41e-01h  1
 394  6.1376733e+00 1.10e-05 2.27e+01  -3.8 2.69e-01   0.1 6.32e-02 1.31e-01h  1
 395  6.1160637e+00 1.37e-05 8.85e+00  -3.8 3.55e+00  -0.4 1.24e-02 9.38e-03h  1
 396  6.0882253e+00 1.14e-05 2.80e+01  -3.8 5.78e-02   1.0 9.92e-01 5.92e-01h  1
 397  6.0272101e+00 6.09e-05 1.80e+02  -3.8 1.27e-01   0.5 2.99e-01 1.00e+00h  1
 398  5.9970192e+00 4.14e-05 1.16e+02  -3.8 6.44e-02   0.9 6.60e-01 3.60e-01h  1
 399  5.9453932e+00 5.33e-05 1.01e+02  -3.8 3.77e-01   0.4 9.15e-02 1.33e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 400  5.9369381e+00 5.32e-05 1.04e+02  -3.8 9.13e-01  -0.0 2.45e-02 7.45e-03h  1
 401  5.9155452e+00 4.83e-05 1.25e+02  -3.8 1.75e-01   0.4 1.63e-01 1.10e-01h  1
 402  5.9041253e+00 4.39e-05 1.12e+02  -3.8 9.33e-02   0.8 1.09e-01 1.05e-01h  1
 403  5.8155010e+00 1.21e-04 7.06e+01  -3.8 3.70e-01   0.3 3.53e-02 3.83e-01h  1
 404  5.7992267e+00 1.13e-04 5.70e+01  -3.8 1.29e-01   0.8 4.62e-01 7.54e-02h  1
 405  5.7190385e+00 1.05e-05 8.88e+00  -3.8 4.11e-02   1.2 7.97e-01 1.00e+00h  1
 406  5.6688522e+00 1.79e-05 7.75e+00  -3.8 1.69e-01   0.7 2.62e-01 2.11e-01h  1
 407  5.6371247e+00 8.29e-06 4.38e+00  -3.8 3.91e-02   1.1 7.32e-01 1.00e+00h  1
 408  5.5638468e+00 3.30e-05 7.54e+00  -3.8 1.90e-01   0.7 2.02e-01 2.90e-01h  1
 409  5.4730248e+00 2.58e-05 1.40e+01  -3.8 5.97e-02   1.1 3.42e-01 8.55e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 410  5.4666764e+00 2.56e-05 9.88e+00  -3.8 3.27e-01   0.6 4.43e-02 8.59e-03h  1
 411  5.3899762e+00 2.89e-05 1.97e+01  -3.8 6.08e-02   1.0 4.89e-01 1.00e+00h  1
 412  5.3417917e+00 3.47e-05 2.02e+01  -3.8 4.33e-01   0.5 4.23e-02 5.45e-02h  1
 413  5.2278927e+00 4.36e-05 2.38e+01  -3.8 9.02e-02   1.0 1.75e-01 5.55e-01h  1
 414  5.1906118e+00 4.58e-05 2.21e+01  -3.8 1.34e+00   0.5 1.19e-02 8.68e-03h  1
 415  5.1025599e+00 4.74e-05 2.53e+01  -3.8 1.25e-01   0.9 7.89e-02 2.38e-01h  1
 416  5.0974671e+00 4.74e-05 2.23e+01  -3.8 1.65e+00   0.4 7.74e-03 1.05e-03h  1
 417  4.9594739e+00 5.42e-05 2.99e+01  -3.8 1.39e-01   0.9 8.75e-02 3.58e-01f  1
 418  4.9284880e+00 4.60e-05 2.24e+01  -3.8 4.72e-02   1.3 2.19e-01 1.69e-01h  1
 419  4.8557651e+00 4.98e-05 2.58e+01  -3.8 2.17e-01   0.8 2.30e-02 7.83e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 420  4.7577838e+00 5.23e-05 4.19e+01  -3.8 7.38e-02   1.2 5.05e-02 1.81e-01h  1
 421  4.5939442e+00 2.65e-05 3.56e+01  -3.8 2.14e-02   1.7 2.21e-01 7.85e-01h  1
 422  4.5366685e+00 2.69e-05 2.93e+01  -3.8 1.25e-01   1.2 1.22e-01 3.02e-02h  1
 423  4.2790205e+00 2.91e-05 6.05e+01  -3.8 2.71e-02   1.6 7.32e-02 7.95e-01h  1
