This is MadNLP version v0.8.3, running with cuDSS v0.1.0

Number of nonzeros in constraint Jacobian............:    23696
Number of nonzeros in Lagrangian Hessian.............:    10560

Total number of variables............................:     7150
                     variables with only lower bounds:     3520
                variables with lower and upper bounds:      110
                     variables with only upper bounds:        0
Total number of equality constraints.................:     7040
Total number of inequality constraints...............:      880
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:      880

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 199  1.3586837e+01 4.93e-05 1.91e+01  -3.8 2.59e+00  -0.8 8.45e-02 5.09e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 200  1.3566246e+01 5.07e-05 1.94e+01  -3.8 1.04e+01  -1.3 3.89e-04 4.16e-03h  1
 201  1.3555872e+01 5.11e-05 2.00e+01  -3.8 3.16e+01    -  1.01e-03 5.36e-04h  1
 202  1.3537784e+01 5.21e-05 1.86e+01  -3.8 2.07e+01  -1.7 8.46e-04 1.29e-03h  1
 203  1.3499183e+01 3.09e-05 1.05e+02  -3.8 9.46e-02   0.5 1.05e-01 5.39e-01h  1
 204  1.3490702e+01 3.25e-05 1.02e+01  -3.8 1.68e-01   0.0 6.56e-01 1.00e+00h  1
 205  1.3395591e+01 7.30e-05 2.25e+01  -3.8 1.20e+00  -0.5 1.20e-01 2.45e-01h  1
 206  1.3358423e+01 6.24e-05 1.81e+01  -3.8 3.97e-01  -0.0 4.36e-02 1.75e-01h  1
 207  1.3345966e+01 5.58e-05 1.61e+01  -3.8 1.24e-01   0.4 3.23e-01 1.07e-01h  1
 208  1.3332673e+01 5.39e-05 2.66e+01  -3.8 4.44e-01  -0.1 6.20e-02 3.78e-02h  1
 209  1.3327192e+01 5.38e-05 4.32e+01  -3.8 9.85e+00    -  5.62e-03 1.98e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 210  1.3234812e+01 4.87e-05 3.82e+01  -3.8 8.93e-01  -0.6 2.64e-02 4.01e-01h  1
 211  1.3222743e+01 4.47e-05 3.54e+01  -3.8 3.60e-01  -0.1 2.92e-01 9.22e-02h  1
 212  1.3166981e+01 6.14e-05 3.66e+01  -3.8 3.72e+00  -0.6 5.54e-03 4.58e-02h  1
 213  1.3166571e+01 6.13e-05 3.61e+01  -3.8 7.49e-01    -  2.79e-02 8.58e-04h  1
 214  1.3122714e+01 6.24e-05 3.63e+01  -3.8 3.69e+00    -  8.03e-03 4.07e-02h  1
 215  1.3100164e+01 6.24e-05 3.49e+01  -3.8 5.53e+00    -  2.78e-02 1.16e-02h  1
 216  1.3080733e+01 6.07e-05 3.37e+01  -3.8 1.52e+00    -  3.18e-02 3.26e-02h  1
 217  1.3053881e+01 6.10e-05 3.01e+01  -3.8 6.35e+00    -  8.02e-03 1.29e-02h  1
 218  1.3000104e+01 3.73e-05 2.08e+01  -3.8 3.89e-01  -0.2 1.65e-01 4.74e-01h  1
 219  1.2974094e+01 3.71e-05 2.03e+01  -3.8 2.32e+00  -0.7 3.54e-02 3.68e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 220  1.2933947e+01 2.17e-05 2.59e+01  -3.8 2.00e-01    -  4.08e-02 1.00e+00h  1
 221  1.2906809e+01 2.16e-05 2.57e+01  -3.8 3.15e+00  -0.2 3.40e-02 1.01e-02h  1
 222  1.2864057e+01 2.60e-05 2.32e+01  -3.8 1.40e+00  -0.7 1.40e-01 9.23e-02h  1
 223  1.2838453e+01 2.73e-05 2.27e+01  -3.8 2.83e+00    -  2.20e-02 2.35e-02h  1
 224  1.2784988e+01 3.71e-05 8.10e+01  -3.8 3.39e+00  -1.2 8.04e-03 4.48e-02h  1
 225  1.2752293e+01 3.25e-05 1.21e+02  -3.8 2.27e-01   0.1 9.61e-02 2.39e-01h  1
 226  1.2682307e+01 6.15e-05 2.60e+01  -3.8 3.90e-01  -0.3 1.59e-01 1.00e+00h  1
 227  1.2637672e+01 5.11e-05 1.88e+01  -3.8 2.54e-01   0.1 3.74e-01 1.83e-01h  1
 228  1.2602777e+01 4.90e-05 2.18e+01  -3.8 6.89e-01  -0.4 4.15e-02 1.23e-01h  1
 229  1.2585281e+01 4.99e-05 2.17e+01  -3.8 1.41e+01  -0.9 1.83e-03 2.06e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 230  1.2560118e+01 4.92e-05 3.08e+01  -3.8 7.17e-01  -0.4 3.24e-02 4.68e-02h  1
 231  1.2554814e+01 4.89e-05 2.07e+01  -3.8 2.31e+00    -  2.19e-02 8.04e-03h  1
 232  1.2446775e+01 6.69e-05 5.36e+01  -3.8 2.83e+00  -0.9 1.55e-02 1.53e-01h  1
 233  1.2423867e+01 6.35e-05 5.12e+01  -3.8 1.08e+00  -0.5 2.08e-01 6.28e-02h  1
 234  1.2399606e+01 5.59e-05 4.41e+01  -3.8 4.09e-01  -0.1 3.21e-02 1.30e-01h  1
 235  1.2360502e+01 4.44e-05 3.27e+01  -3.8 5.78e-01    -  3.16e-02 2.34e-01h  1
 236  1.2343789e+01 4.29e-05 3.20e+01  -3.8 7.99e-01    -  5.62e-02 3.65e-02h  1
 237  1.2317008e+01 3.89e-05 4.50e+01  -3.8 6.15e-01    -  5.62e-02 1.03e-01h  1
 238  1.2277058e+01 3.97e-05 1.13e+02  -3.8 6.99e+00    -  4.15e-03 1.84e-02h  1
 239  1.2219507e+01 3.97e-05 9.14e+01  -3.8 1.24e+00  -0.5 7.24e-02 1.71e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 240  1.2206935e+01 3.55e-05 8.23e+01  -3.8 3.60e-01  -0.1 2.37e-01 1.14e-01h  1
 241  1.2203768e+01 2.15e-05 3.13e+01  -3.8 1.25e-01    -  6.01e-02 1.00e+00h  1
 242  1.2170119e+01 9.47e-06 2.39e+01  -3.8 1.95e-01   0.3 2.71e-01 2.35e-01h  1
 243  1.2136780e+01 1.04e-05 1.63e+01  -3.8 3.12e-01  -0.2 3.84e-01 3.16e-01h  1
 244  1.2110563e+01 1.24e-05 1.61e+01  -3.8 4.20e+00    -  1.92e-02 1.68e-02h  1
 245  1.2079530e+01 1.58e-05 4.69e+01  -3.8 6.46e+00    -  2.76e-03 1.34e-02h  1
 246  1.2030547e+01 2.71e-05 1.11e+02  -3.8 1.34e+00  -0.7 3.44e-02 9.93e-02h  1
 247  1.1999326e+01 1.74e-05 9.33e+00  -3.8 6.95e-02   0.7 4.98e-01 1.00e+00h  1
 248  1.1991170e+01 1.74e-05 7.78e+00  -3.8 3.47e-01   0.2 2.53e-01 3.54e-02h  1
 249  1.1913166e+01 3.30e-05 1.50e+01  -3.8 4.63e-01  -0.3 2.63e-01 6.67e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 250  1.1888476e+01 3.55e-05 1.48e+01  -3.8 4.57e+00  -0.8 5.03e-03 1.22e-02h  1
 251  1.1873539e+01 3.47e-05 1.41e+01  -3.8 4.28e-01  -0.3 9.57e-02 4.99e-02h  1
 252  1.1831564e+01 3.46e-05 5.87e+01  -3.8 2.16e-01   0.1 1.12e-01 2.77e-01h  1
 253  1.1803008e+01 2.61e-05 3.19e+01  -3.8 1.09e-01   0.5 6.16e-01 4.89e-01h  1
 254  1.1786753e+01 2.76e-05 2.28e+01  -3.8 8.27e-01   0.0 1.01e-01 3.01e-02h  1
 255  1.1691105e+01 5.47e-05 2.03e+01  -3.8 7.63e-01  -0.4 9.09e-02 5.12e-01h  1
 256  1.1663442e+01 5.17e-05 1.80e+01  -3.8 3.92e-01  -0.0 5.20e-02 1.07e-01h  1
 257  1.1639070e+01 4.10e-05 1.36e+01  -3.8 1.08e-01   0.4 3.20e-01 2.46e-01h  1
 258  1.1620523e+01 4.09e-05 1.28e+01  -3.8 4.62e-01  -0.1 5.82e-02 5.31e-02h  1
 259  1.1617789e+01 4.08e-05 3.28e+01  -3.8 7.10e+00    -  9.05e-03 1.29e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 260  1.1534317e+01 4.44e-05 3.70e+01  -3.8 9.60e-01  -0.5 3.08e-02 3.62e-01h  1
 261  1.1520733e+01 3.98e-05 3.20e+01  -3.8 3.32e-01  -0.1 2.73e-01 1.12e-01h  1
 262  1.1469089e+01 4.86e-05 2.83e+01  -3.8 2.79e+00  -0.6 1.51e-02 5.35e-02h  1
 263  1.1468581e+01 4.86e-05 2.87e+01  -3.8 4.67e+00  -1.1 4.26e-03 2.15e-04h  1
 264  1.1428271e+01 4.90e-05 2.65e+01  -3.8 3.00e+00    -  1.87e-02 4.36e-02h  1
 265  1.1402310e+01 4.87e-05 2.62e+01  -3.8 3.17e+00    -  3.62e-02 2.15e-02h  1
 266  1.1377109e+01 4.89e-05 3.72e+01  -3.8 5.63e+00    -  2.90e-03 1.30e-02h  1
 267  1.1340148e+01 4.86e-05 5.43e+01  -3.8 2.62e+00    -  2.86e-02 3.90e-02h  1
 268  1.1278308e+01 4.94e-05 6.17e+01  -3.8 1.65e+00  -0.6 1.58e-02 1.30e-01h  1
 269  1.1278149e+01 4.90e-05 6.37e+01  -3.8 7.77e-02    -  2.90e-01 7.78e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 270  1.1246944e+01 1.33e-05 3.79e+01  -3.8 1.41e-01    -  4.19e-02 1.00e+00h  1
 271  1.1201999e+01 2.04e-05 3.78e+01  -3.8 4.19e+01    -  3.33e-03 3.54e-03h  1
 272  1.1182265e+01 2.14e-05 3.78e+01  -3.8 1.28e+03    -  4.22e-05 4.19e-05f  1
 273  1.1160264e+01 2.18e-05 3.66e+01  -3.8 1.56e+00    -  5.76e-02 3.23e-02f  1
 274  1.1134504e+01 2.21e-05 3.44e+01  -3.8 9.47e-01    -  3.99e-02 6.00e-02h  1
 275  1.1085742e+01 3.01e-05 5.65e+01  -3.8 7.27e+00  -1.1 4.36e-03 2.15e-02h  1
 276  1.1097902e+01 1.49e-06 2.92e+01  -3.8 3.05e-02    -  2.77e-01 1.00e+00h  1
 277  1.1079249e+01 4.87e-06 2.50e+01  -3.8 3.52e-01    -  3.62e-02 1.41e-01h  1
 278  1.1021053e+01 1.74e-05 2.46e+01  -3.8 9.68e+00  -1.6 6.92e-03 2.28e-02h  1
 279  1.0954975e+01 2.01e-05 1.48e+01  -3.8 4.78e-01  -0.3 3.62e-01 3.99e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 280  1.0936321e+01 2.05e-05 1.44e+01  -3.8 1.48e+00  -0.7 1.00e-02 2.41e-02h  1
 281  1.0921174e+01 2.09e-05 1.43e+01  -3.8 4.64e+00  -1.2 6.46e-03 4.90e-03h  1
 282  1.0897494e+01 2.32e-05 1.43e+01  -3.8 7.37e+00    -  4.81e-03 4.24e-03h  1
 283  1.0874839e+01 2.59e-05 1.31e+01  -3.8 4.64e-01   0.1 5.49e-02 7.86e-02h  1
 284  1.0807661e+01 2.73e-05 1.21e+01  -3.8 5.08e-01  -0.4 2.28e-01 5.94e-01h  1
 285  1.0775633e+01 2.14e-05 8.89e+00  -3.8 2.35e-01   0.1 2.61e-01 2.60e-01h  1
 286  1.0717363e+01 4.06e-05 1.72e+01  -3.8 1.34e+00  -0.4 1.98e-02 1.15e-01h  1
 287  1.0713518e+01 4.02e-05 1.70e+01  -3.8 3.77e-01   0.0 1.47e-01 1.23e-02h  1
 288  1.0675825e+01 3.96e-05 1.62e+01  -3.8 1.99e+00    -  2.30e-02 5.18e-02h  1
 289  1.0640361e+01 3.79e-05 6.15e+01  -3.8 1.18e+00    -  2.74e-02 7.32e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 290  1.0609019e+01 3.89e-05 8.64e+01  -3.8 9.76e+00    -  5.69e-03 9.76e-03h  1
 291  1.0552757e+01 3.64e-05 6.33e+01  -3.8 9.00e-01  -0.5 6.45e-02 2.27e-01h  1
 292  1.0530497e+01 2.86e-05 4.76e+01  -3.8 2.97e-01  -0.0 1.80e-01 2.39e-01h  1
 293  1.0517983e+01 3.20e-05 2.46e+01  -3.8 1.70e-01    -  5.76e-02 1.00e+00h  1
 294  1.0473867e+01 1.19e-05 1.69e+01  -3.8 1.72e-01   0.4 3.63e-01 3.14e-01h  1
 295  1.0440924e+01 1.45e-05 1.67e+01  -3.8 6.95e+00    -  2.31e-02 1.28e-02h  1
 296  1.0410593e+01 1.74e-05 3.00e+01  -3.8 2.80e+01    -  3.71e-04 3.15e-03h  1
 297  1.0359924e+01 2.49e-05 6.69e+01  -3.8 6.86e+00    -  1.26e-02 2.05e-02h  1
 298  1.0331721e+01 2.50e-05 5.56e+01  -3.8 4.98e-01  -0.1 2.94e-02 1.47e-01h  1
 299  1.0330694e+01 2.48e-05 5.52e+01  -3.8 6.54e-01  -0.6 6.55e-02 5.79e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 300  1.0241131e+01 3.88e-05 5.52e+01  -3.8 6.01e+00  -1.0 6.30e-03 5.63e-02h  1
 301  1.0209925e+01 3.74e-05 5.15e+01  -3.8 1.32e+00  -0.6 1.66e-01 6.55e-02h  1
 302  1.0185748e+01 3.66e-05 5.00e+01  -3.8 1.66e+00    -  2.51e-02 3.22e-02h  1
 303  1.0168977e+01 3.61e-05 4.79e+01  -3.8 1.76e+00    -  1.04e-02 1.94e-02h  1
 304  1.0142670e+01 3.41e-05 5.83e+01  -3.8 6.07e-01    -  3.41e-02 6.44e-02h  1
 305  1.0140977e+01 3.41e-05 4.85e+01  -3.8 2.47e+00    -  3.03e-03 9.30e-04h  1
 306  1.0069211e+01 3.91e-05 6.07e+01  -3.8 2.11e+00    -  9.70e-03 1.47e-01h  1
 307  1.0062646e+01 3.79e-05 5.93e+01  -3.8 5.04e-01  -0.2 1.74e-01 3.14e-02h  1
 308  1.0007804e+01 3.97e-05 5.48e+01  -3.8 2.26e+00  -0.7 7.50e-02 7.55e-02h  1
 309  9.9734706e+00 3.97e-05 4.94e+01  -3.8 7.80e-01  -0.2 1.52e-02 8.75e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 310  9.9515884e+00 3.55e-05 4.37e+01  -3.8 5.58e-01    -  6.75e-02 1.07e-01h  1
 311  9.9362738e+00 3.41e-05 4.22e+01  -3.8 6.67e-01    -  5.49e-02 4.53e-02h  1
 312  9.9066476e+00 3.09e-05 5.61e+01  -3.8 5.89e-01    -  5.44e-02 1.10e-01h  1
 313  9.8736840e+00 2.90e-05 9.23e+01  -3.8 1.28e+00  -0.7 1.58e-02 8.90e-02h  1
 314  9.8240585e+00 2.45e-05 5.93e+01  -3.8 5.72e-01  -0.3 2.42e-01 3.38e-01h  1
 315  9.7929711e+00 2.55e-05 5.83e+01  -3.8 5.59e+00  -0.8 1.14e-02 1.71e-02h  1
 316  9.7923733e+00 2.55e-05 5.81e+01  -3.8 1.09e+00    -  8.07e-03 1.56e-03h  1
 317  9.7443011e+00 2.59e-05 5.36e+01  -3.8 1.65e+00    -  2.26e-02 1.03e-01h  1
 318  9.7224066e+00 2.58e-05 5.20e+01  -3.8 3.96e+00  -1.2 3.78e-02 1.43e-02h  1
 319  9.7000649e+00 2.51e-05 4.95e+01  -3.8 1.32e+00    -  3.02e-02 3.95e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 320  9.6651198e+00 2.39e-05 6.74e+01  -3.8 1.12e+00    -  2.51e-02 7.47e-02h  1
 321  9.6268443e+00 2.48e-05 1.16e+02  -3.8 1.23e+01    -  3.15e-03 9.03e-03h  1
 322  9.5962530e+00 2.56e-05 1.15e+02  -3.8 1.00e+01  -0.8 7.30e-03 1.02e-02h  1
 323  9.6376869e+00 4.88e-06 2.62e+01  -3.8 6.20e-02    -  1.60e-01 1.00e+00h  1
 324  9.6132423e+00 5.90e-06 2.46e+01  -3.8 9.07e-01    -  2.31e-02 5.91e-02h  1
 325  9.5836714e+00 8.30e-06 2.45e+01  -3.8 1.82e+01    -  2.40e-03 5.73e-03h  1
 326  9.5348887e+00 1.10e-05 1.91e+01  -3.8 6.71e-01  -0.4 2.38e-01 2.22e-01h  1
 327  9.5078948e+00 1.20e-05 1.91e+01  -3.8 4.01e+01    -  3.17e-03 1.72e-03h  1
 328  9.4852603e+00 1.23e-05 1.87e+01  -3.8 2.14e+00    -  1.37e-02 2.05e-02h  1
 329  9.4637466e+00 1.34e-05 3.73e+01  -3.8 3.77e+00    -  4.16e-03 8.94e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 330  9.4027439e+00 3.32e-05 1.30e+02  -3.8 3.49e-01   0.0 5.81e-02 2.72e-01h  1
 331  9.3797225e+00 2.95e-05 9.66e+01  -3.8 1.58e-01   0.5 1.16e-01 2.34e-01h  1
 332  9.3559228e+00 3.20e-05 1.31e+01  -3.8 2.22e-01  -0.0 5.65e-01 1.00e+00h  1
 333  9.2992413e+00 2.26e-05 2.20e+01  -3.8 2.02e+00  -0.5 1.12e-02 6.89e-02h  1
 334  9.2708385e+00 2.43e-05 2.06e+01  -3.8 5.40e-01  -0.1 5.72e-02 6.61e-02h  1
 335  9.2562843e+00 2.46e-05 2.66e+01  -3.8 9.73e-01  -0.5 5.08e-02 1.66e-02h  1
 336  9.2311767e+00 2.56e-05 1.90e+01  -3.8 4.86e-01  -0.1 2.79e-02 5.83e-02h  1
 337  9.1396204e+00 2.47e-05 1.09e+02  -3.8 8.00e-01  -0.6 4.25e-02 3.64e-01h  1
 338  9.1236593e+00 2.38e-05 1.05e+02  -3.8 6.37e-01  -0.2 1.67e-01 4.27e-02h  1
 339  9.0665081e+00 3.44e-05 1.03e+02  -3.8 4.40e+00  -0.7 1.12e-02 3.82e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 340  9.0659737e+00 3.44e-05 1.02e+02  -3.8 8.28e+00  -1.1 2.13e-03 1.15e-04h  1
 341  9.0254032e+00 3.51e-05 9.82e+01  -3.8 2.62e+00    -  1.97e-02 4.90e-02h  1
 342  9.0029990e+00 3.50e-05 9.56e+01  -3.8 3.20e+00    -  3.84e-02 1.73e-02h  1
 343  8.9850005e+00 3.40e-05 9.21e+01  -3.8 1.18e+00    -  3.23e-02 3.44e-02h  1
 344  8.9545336e+00 3.40e-05 8.45e+01  -3.8 2.70e+00    -  1.53e-02 2.99e-02h  1
 345  8.8972486e+00 3.66e-05 8.18e+01  -3.8 2.10e+00  -0.7 7.64e-03 9.13e-02h  1
 346  8.8821839e+00 3.39e-05 7.60e+01  -3.8 5.95e-01  -0.3 1.36e-01 8.10e-02h  1
 347  8.8567704e+00 1.75e-05 2.11e+01  -3.8 2.37e-01    -  2.92e-02 7.95e-01h  1
 348  8.8287279e+00 1.38e-05 2.01e+01  -3.8 3.59e-01   0.1 2.16e-01 9.09e-02h  1
 349  8.7854789e+00 1.48e-05 1.54e+01  -3.8 4.79e-01  -0.3 2.38e-01 2.33e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 350  8.7611366e+00 1.55e-05 1.50e+01  -3.8 1.54e+00    -  2.86e-02 3.28e-02h  1
 351  8.7131744e+00 2.19e-05 8.58e+01  -3.8 1.91e+00  -0.8 1.08e-02 5.20e-02h  1
 352  8.6793874e+00 2.94e-05 1.11e+02  -3.8 1.09e+01  -0.4 2.53e-03 4.80e-03h  1
 353  8.6565014e+00 3.22e-05 1.07e+02  -3.8 9.97e-01   0.0 5.56e-02 3.52e-02h  1
 354  8.5836080e+00 2.79e-05 6.54e+01  -3.8 7.92e-01  -0.4 1.76e-01 3.66e-01h  1
 355  8.5497797e+00 2.94e-05 6.46e+01  -3.8 7.85e+00  -0.9 1.07e-02 1.12e-02h  1
 356  8.5249284e+00 2.89e-05 6.34e+01  -3.8 1.13e+00  -0.5 1.09e-02 3.27e-02h  1
 357  8.5101066e+00 2.89e-05 6.28e+01  -3.8 3.84e+00    -  9.53e-03 4.86e-03h  1
 358  8.5006343e+00 2.89e-05 6.28e+01  -3.8 4.44e+00  -1.0 2.77e-03 2.42e-03h  1
 359  8.4630783e+00 2.72e-05 5.80e+01  -3.8 1.01e+00    -  4.18e-02 1.02e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 360  8.4516912e+00 2.67e-05 5.94e+01  -3.8 1.32e+00  -0.5 1.27e-02 2.67e-02h  1
 361  8.4229053e+00 1.92e-05 3.69e+01  -3.8 3.30e-01  -0.1 3.30e-01 3.66e-01h  1
 362  8.3469734e+00 2.44e-05 3.32e+01  -3.8 1.80e+00  -0.6 3.05e-02 1.37e-01h  1
 363  8.3465108e+00 2.43e-05 3.30e+01  -3.8 9.45e-01    -  1.00e-02 7.40e-04h  1
 364  8.3075896e+00 2.31e-05 3.05e+01  -3.8 1.06e+00    -  9.24e-03 1.16e-01h  1
 365  8.2928835e+00 2.23e-05 2.81e+01  -3.8 8.14e-01    -  8.32e-02 3.49e-02h  1
 366  8.2761783e+00 2.15e-05 2.81e+01  -3.8 8.69e-01    -  6.07e-02 4.18e-02h  1
 367  8.2378576e+00 2.19e-05 7.62e+01  -3.8 3.09e+00    -  7.28e-03 3.42e-02h  1
 368  8.1710742e+00 2.27e-05 4.06e+01  -3.8 3.79e-01  -0.2 1.07e-01 6.57e-01h  1
 369  8.1708642e+00 2.26e-05 4.28e+01  -3.8 1.95e-01    -  1.67e-01 3.61e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 370  8.1610363e+00 1.10e-05 2.66e+01  -3.8 9.22e-02    -  8.27e-02 6.34e-01h  1
 371  8.1266693e+00 1.15e-05 2.50e+01  -3.8 1.86e+00    -  3.17e-02 5.82e-02h  1
 372  8.0901204e+00 1.09e-05 2.26e+01  -3.8 1.02e+00  -0.6 7.52e-02 9.56e-02h  1
 373  8.0674727e+00 1.06e-05 2.17e+01  -3.8 1.14e+00    -  7.35e-02 3.98e-02h  1
 374  8.0401854e+00 1.03e-05 2.05e+01  -3.8 9.40e-01    -  4.24e-02 5.93e-02h  1
 375  7.9920985e+00 1.40e-05 1.76e+01  -3.8 4.78e-01  -0.2 1.16e-01 3.53e-01h  1
 376  7.9877313e+00 1.36e-05 1.71e+01  -3.8 2.36e-01   0.2 5.77e-02 3.08e-02h  1
 377  7.9099518e+00 3.32e-05 1.60e+01  -3.8 9.20e-01    -  1.26e-02 3.44e-01h  1
 378  7.8950612e+00 3.27e-05 1.68e+01  -3.8 1.12e+00  -0.3 1.17e-01 1.50e-02h  1
 379  7.8502428e+00 3.58e-05 1.55e+01  -3.8 6.72e+00    -  1.03e-02 1.59e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 380  7.8283653e+00 3.55e-05 1.50e+01  -3.8 1.17e+00    -  3.18e-02 3.29e-02h  1
 381  7.7974045e+00 3.71e-05 4.86e+01  -3.8 3.63e+00    -  4.22e-03 1.37e-02h  1
 382  7.7303547e+00 3.14e-05 1.28e+02  -3.8 9.25e-01    -  3.84e-02 2.36e-01h  1
 383  7.7157727e+00 3.16e-05 1.27e+02  -3.8 1.37e+01  -0.7 1.08e-02 3.02e-03h  1
 384  7.6674700e+00 2.55e-05 9.63e+01  -3.8 6.91e-01  -0.3 1.60e-01 2.29e-01h  1
 385  7.6125098e+00 3.23e-05 7.58e+01  -3.8 3.94e-01   0.1 2.54e-02 2.32e-01h  1
 386  7.6117046e+00 3.23e-05 7.49e+01  -3.8 3.36e+00    -  1.94e-02 4.95e-04h  1
 387  7.5766406e+00 3.16e-05 7.12e+01  -3.8 1.66e+00    -  4.65e-02 4.96e-02h  1
 388  7.5574892e+00 2.99e-05 6.65e+01  -3.8 6.21e-01    -  5.36e-02 5.98e-02h  1
 389  7.5153583e+00 3.10e-05 7.54e+01  -3.8 4.09e+00    -  6.61e-03 2.79e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 390  7.4566365e+00 3.00e-05 5.20e+01  -3.8 8.15e-01  -0.4 1.14e-01 2.62e-01h  1
 391  7.4515023e+00 3.00e-05 5.19e+01  -3.8 1.02e+01  -0.8 3.68e-03 1.42e-03h  1
 392  7.4415679e+00 2.34e-05 3.62e+01  -3.8 1.71e-01    -  4.74e-02 1.00e+00h  1
 393  7.4143293e+00 1.57e-05 2.85e+01  -3.8 1.37e-01   0.5 2.82e-01 2.11e-01h  1
 394  7.3900693e+00 1.34e-05 2.58e+01  -3.8 2.44e-01   0.0 2.27e-01 9.52e-02h  1
 395  7.3562344e+00 1.54e-05 2.51e+01  -3.8 2.87e+00    -  1.00e-02 2.76e-02h  1
 396  7.3076825e+00 1.74e-05 7.28e+01  -3.8 5.48e-01  -0.5 7.56e-02 1.91e-01h  1
 397  7.2365301e+00 4.84e-05 9.70e+01  -3.8 6.38e-01  -0.0 4.04e-02 2.03e-01h  1
 398  7.2360266e+00 4.77e-05 9.83e+01  -3.8 1.01e-01   0.4 3.83e-01 1.47e-02h  1
 399  7.2075456e+00 3.51e-05 6.63e+01  -3.8 3.40e-01  -0.1 1.47e-01 3.04e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 400  7.1551950e+00 3.89e-05 6.61e+01  -3.8 4.16e+00  -0.6 7.92e-03 3.28e-02h  1
 401  7.1293844e+00 3.75e-05 6.14e+01  -3.8 6.83e-01  -0.1 1.06e-01 5.17e-02h  1
 402  7.1085794e+00 3.74e-05 6.04e+01  -3.8 2.47e+00  -0.6 7.73e-03 9.94e-03h  1
 403  7.0652018e+00 3.49e-05 5.79e+01  -3.8 5.09e-01  -0.2 4.51e-02 1.01e-01h  1
 404  7.0290858e+00 3.16e-05 4.91e+01  -3.8 3.87e-01   0.2 1.30e-01 1.48e-01h  1
 405  6.9712936e+00 2.76e-05 2.67e+01  -3.8 5.45e-01  -0.2 1.15e-01 4.11e-01h  1
 406  6.9489740e+00 2.41e-05 2.29e+01  -3.8 2.56e-01   0.2 5.97e-02 1.61e-01h  1
 407  6.8981266e+00 1.46e-05 7.62e+00  -3.8 8.94e-02   0.6 5.36e-01 7.49e-01h  1
 408  6.8837681e+00 1.43e-05 1.29e+01  -3.8 2.26e-01   0.1 1.42e-01 6.11e-02h  1
 409  6.8750735e+00 1.44e-05 1.18e+01  -3.8 1.29e+01    -  1.64e-03 1.88e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 410  6.8339217e+00 1.64e-05 9.13e+00  -3.8 1.67e+01    -  4.43e-03 6.81e-03f  1
 411  6.7460259e+00 6.54e-05 2.35e+01  -3.8 1.34e+00  -0.3 1.31e-02 2.10e-01h  1
 412  6.7452732e+00 6.52e-05 2.35e+01  -3.8 2.56e-01   0.1 1.90e-01 3.10e-03h  1
 413  6.6835197e+00 5.35e-05 1.64e+01  -3.8 6.99e-01  -0.4 1.22e-01 2.47e-01h  1
