This is Ipopt version 3.14.14, running with linear solver MUMPS 5.6.2.

Number of nonzeros in equality constraint Jacobian...:     3608
Number of nonzeros in inequality constraint Jacobian.:      140
Number of nonzeros in Lagrangian Hessian.............:     1680

Total number of variables............................:     1155
                     variables with only lower bounds:      560
                variables with lower and upper bounds:       35
                     variables with only upper bounds:        0
Total number of equality constraints.................:     1120
Total number of inequality constraints...............:      140
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:      140

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 197  5.0636059e+01 5.05e-05 7.08e+09  -1.0 2.82e+02    -  9.43e-07 9.43e-07s  5
 198  5.0635040e+01 5.05e-05 7.07e+09  -1.0 1.01e+02    -  3.68e-07 3.68e-07s  5
 199r 5.0635040e+01 5.05e-05 1.00e+03  -1.0 0.00e+00    -  0.00e+00 0.00e+00R  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 200r 5.3056188e+01 1.38e-04 1.98e+02  -1.0 7.45e-02    -  8.17e-01 1.00e+00f  1
 201r 5.6628294e+01 7.18e-04 4.45e+02  -1.0 2.01e-01    -  4.63e-01 1.00e+00f  1
 202r 6.0176148e+01 4.35e-04 2.55e+02  -1.0 8.15e-02    -  4.89e-01 1.00e+00f  1
 203r 6.1210041e+01 5.77e-04 2.60e+02  -1.0 9.62e-02    -  5.70e-01 9.91e-01f  1
 204r 6.1468748e+01 6.67e-04 2.73e+02  -1.0 1.43e-01    -  6.07e-01 1.00e+00f  1
 205r 6.0786763e+01 1.24e-03 8.84e+01  -1.0 3.04e-01    -  5.45e-01 8.95e-01f  1
 206r 6.1099043e+01 6.93e-04 1.08e+01  -1.0 1.83e-01    -  9.93e-01 1.00e+00f  1
 207r 6.2077479e+01 8.14e-04 3.16e+02  -1.0 1.08e+00    -  2.87e-01 4.97e-01f  1
 208r 6.1334049e+01 7.12e-04 3.97e+01  -1.0 2.37e-01    -  1.00e+00 1.00e+00f  1
 209r 6.2170991e+01 7.16e-04 1.23e+02  -1.0 8.90e-02    -  1.00e+00 7.60e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 210r 6.1799786e+01 7.14e-04 8.10e-01  -1.0 2.72e-02    -  1.00e+00 1.00e+00f  1
 211r 6.0239655e+01 3.62e-04 3.54e+01  -2.5 1.81e-01    -  5.81e-01 6.32e-01f  1
 212r 5.9830230e+01 2.90e-04 3.90e+01  -2.5 1.13e-01    -  3.69e-01 3.16e-01f  1
 213r 5.9563032e+01 3.97e-04 2.66e+01  -2.5 1.94e-02   2.0 7.69e-01 9.27e-01f  1
 214r 5.9004499e+01 3.12e-04 1.60e+00  -2.5 4.75e-02   1.5 1.00e+00 1.00e+00f  1
 215r 5.8452670e+01 2.30e-04 1.13e+02  -2.5 9.68e-02   1.0 1.00e+00 4.30e-01f  1
 216r 5.7283237e+01 3.46e-04 2.07e+00  -2.5 1.52e-01   0.6 1.00e+00 1.00e+00f  1
 217r 5.6378671e+01 9.64e-05 3.14e+01  -2.5 7.20e-02   1.0 8.96e-01 8.18e-01f  1
 218r 5.5987179e+01 7.61e-05 7.15e+01  -2.5 7.58e-02   0.5 1.00e+00 6.52e-01f  1
 219r 5.7376573e+01 5.19e-05 1.70e+00  -2.5 1.23e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 220r 5.7268924e+01 5.37e-05 3.19e-01  -2.5 1.72e-02    -  1.00e+00 1.00e+00h  1
 221r 5.7306634e+01 5.39e-05 1.39e-02  -2.5 2.29e-03    -  1.00e+00 1.00e+00h  1
 222r 5.6560612e+01 9.17e-05 3.62e-01  -3.8 9.05e-02    -  7.66e-01 7.71e-01f  1
 223r 5.7230044e+01 1.01e-04 6.03e+01  -3.8 8.93e-02    -  7.75e-01 6.35e-01f  1
 224r 5.7682096e+01 9.71e-05 2.73e-01  -3.8 7.29e-02    -  1.00e+00 1.00e+00f  1
 225r 5.7305633e+01 2.30e-05 3.06e-02  -3.8 3.21e-02    -  1.00e+00 1.00e+00h  1
 226  5.5965903e+01 2.20e-05 2.22e+04  -1.0 4.33e-01    -  2.36e-01 4.47e-02h  1
 227  5.5199798e+01 2.09e-05 3.83e+05  -1.0 2.64e+00    -  7.37e-01 5.63e-02h  1
 228  5.5536449e+01 2.07e-05 3.81e+06  -1.0 5.62e+00    -  8.55e-02 1.30e-02h  1
 229  5.6375924e+01 2.02e-05 8.33e+06  -1.0 7.88e+00    -  1.14e-01 2.50e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 230  5.6409853e+01 2.02e-05 1.19e+08  -1.0 1.51e+01    -  4.69e-02 2.90e-03h  1
 231  5.6428124e+01 2.01e-05 1.07e+09  -1.0 4.46e+01    -  1.56e-02 1.83e-03h  1
 232  5.6415520e+01 2.01e-05 1.16e+10  -1.0 6.75e+02    -  1.03e-03 1.05e-04h  1
 233  5.6395509e+01 2.01e-05 1.16e+10  -1.0 2.77e+03    -  1.13e-05 1.13e-05s  6
 234  5.6392530e+01 2.01e-05 1.16e+10  -1.0 5.84e+02    -  6.39e-07 6.39e-07s  6
 235  5.6392291e+01 2.01e-05 1.16e+10  -1.0 3.02e+01    -  2.82e-07 2.82e-07s  6
 236r 5.6392291e+01 2.01e-05 1.00e+03  -1.0 0.00e+00    -  0.00e+00 0.00e+00R  1
 237r 5.8509891e+01 1.30e-04 2.43e+02  -1.0 8.16e-02    -  7.78e-01 1.00e+00f  1
 238r 5.8973920e+01 2.62e-04 3.39e+02  -1.0 1.15e-01    -  3.31e-01 7.80e-01f  1
 239r 5.9661401e+01 1.38e-03 2.41e+02  -1.0 2.49e-01    -  5.81e-01 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 240r 6.1396251e+01 4.62e-04 9.32e+01  -1.0 2.02e-01    -  6.12e-01 6.47e-01f  1
 241r 6.2678143e+01 6.28e-04 3.85e+02  -1.0 1.72e-01    -  4.70e-01 1.00e+00f  1
 242r 6.0663068e+01 1.31e-03 9.07e+01  -1.0 3.18e-01    -  7.86e-01 1.00e+00f  1
 243r 6.2239643e+01 6.99e-04 4.16e+01  -1.0 1.80e-01    -  9.07e-01 1.00e+00f  1
 244r 6.3259767e+01 7.09e-04 6.28e+01  -1.0 6.17e+00   0.0 2.27e-02 1.45e-02f  2
 245r 6.4106805e+01 7.08e-04 1.15e+03  -1.0 2.62e-01   0.4 9.21e-01 2.57e-01f  1
 246r 6.4355254e+01 7.08e-04 2.15e+02  -1.0 2.01e-01    -  1.00e+00 5.92e-01F  1
 247r 6.2543355e+01 7.24e-04 5.70e+00  -1.0 3.97e-01    -  1.00e+00 1.00e+00f  1
 248r 6.1068003e+01 5.40e-04 1.96e+02  -1.7 2.00e-01    -  2.59e-01 6.27e-01f  1
 249r 6.0704978e+01 3.23e-04 1.91e+02  -1.7 8.17e-02    -  8.52e-01 6.58e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 250r 5.9609132e+01 2.98e-04 8.30e+00  -1.7 1.16e-01   0.9 1.00e+00 1.00e+00f  1
 251r 5.9858185e+01 2.35e-04 4.52e+01  -1.7 1.46e-01    -  1.00e+00 5.42e-01h  1
 252r 6.0423059e+01 1.63e-04 4.52e-01  -1.7 7.70e-02    -  1.00e+00 1.00e+00f  1
 253r 6.1003438e+01 1.51e-04 2.22e+01  -2.5 1.04e-01    -  7.56e-01 9.55e-01f  1
 254r 6.1339423e+01 1.75e-04 3.24e+01  -2.5 6.71e-02    -  8.71e-01 1.00e+00f  1
 255r 6.0424512e+01 5.41e-05 3.26e+00  -2.5 9.56e-02   0.4 1.00e+00 1.00e+00f  1
 256r 6.0152952e+01 5.19e-05 5.55e+02  -2.5 1.84e-01    -  7.79e-01 9.26e-02f  2
 257r 5.9918141e+01 4.94e-05 9.60e-01  -2.5 1.61e-02    -  1.00e+00 1.00e+00h  1
 258r 5.9821674e+01 4.90e-05 4.84e-02  -2.5 7.54e-03    -  1.00e+00 1.00e+00h  1
 259r 6.0036341e+01 9.42e-05 1.11e+00  -3.8 9.04e-02    -  7.85e-01 7.70e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 260r 6.0796560e+01 9.04e-05 9.79e+01  -3.8 7.59e-02    -  8.63e-01 6.36e-01f  1
 261r 6.1221352e+01 8.11e-05 3.10e-01  -3.8 6.97e-02    -  1.00e+00 1.00e+00f  1
 262r 6.0456389e+01 2.22e-05 2.18e-02  -3.8 2.43e-02    -  1.00e+00 1.00e+00h  1
 263r 6.0336931e+01 6.62e-06 6.44e-04  -3.8 5.11e-03    -  1.00e+00 1.00e+00h  1
 264  5.8148467e+01 1.34e-05 2.09e+04  -1.0 5.53e-01    -  2.35e-01 5.57e-02f  1
 265  5.7732213e+01 1.31e-05 5.37e+05  -1.0 2.54e+00    -  8.22e-01 2.36e-02f  2
 266  5.7921024e+01 1.26e-05 4.22e+06  -1.0 1.31e+00    -  3.21e-01 4.11e-02h  1
 267  5.8454971e+01 1.24e-05 1.49e+07  -1.0 7.50e+00    -  1.30e-01 1.76e-02h  1
 268  5.8486063e+01 1.23e-05 1.59e+08  -1.0 1.76e+01    -  3.90e-02 3.54e-03h  1
 269  5.8494480e+01 1.23e-05 1.63e+09  -1.0 6.20e+01    -  1.12e-02 1.18e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 270  5.8478356e+01 1.23e-05 1.63e+09  -1.0 1.12e+03    -  6.77e-05 6.77e-05s  9
 271  5.8466309e+01 1.23e-05 1.62e+09  -1.0 2.54e+03    -  5.69e-06 5.69e-06s  9
 272  5.8461055e+01 1.23e-05 1.61e+09  -1.0 9.28e+02    -  1.34e-06 1.34e-06s  9
 273  5.8459768e+01 1.23e-05 1.61e+09  -1.0 1.07e+02    -  5.27e-07 5.27e-07s  9
 274  5.8459590e+01 1.23e-05 1.61e+09  -1.0 2.71e+01    -  2.76e-07 2.76e-07s  9
 275r 5.8459590e+01 1.23e-05 1.00e+03  -1.0 0.00e+00    -  0.00e+00 0.00e+00R  1
 276r 6.0690656e+01 1.48e-04 2.31e+02  -1.0 9.07e-02    -  7.89e-01 1.00e+00f  1
 277r 6.0853585e+01 3.43e-04 5.18e+02  -1.0 1.44e-01    -  3.28e-01 1.00e+00f  1
 278r 5.9961543e+01 2.53e-03 3.37e+02  -1.0 4.49e-01    -  4.13e-01 8.92e-01f  1
 279r 6.1305447e+01 4.59e-04 2.76e+02  -1.0 3.06e-01    -  7.88e-02 6.53e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 280r 6.1892307e+01 5.60e-04 9.66e+01  -1.0 1.77e-01    -  7.86e-01 1.00e+00f  1
 281r 6.3625681e+01 6.53e-04 3.69e+02  -1.0 1.89e-01    -  5.04e-01 8.41e-01f  1
 282r 6.0435156e+01 3.15e-03 1.59e+02  -1.0 1.10e+00    -  2.91e-01 4.52e-01f  1
 283r 6.1846741e+01 1.02e-03 3.74e+01  -1.0 2.58e-01    -  9.53e-01 1.00e+00f  1
 284r 6.2171639e+01 6.91e-04 4.59e+00  -1.0 2.89e-02   2.0 1.00e+00 1.00e+00f  1
 285r 6.1343283e+01 2.29e-04 1.08e+01  -1.7 5.42e-02    -  9.69e-01 9.17e-01f  1
 286r 6.1170513e+01 1.60e-04 6.98e-01  -1.7 1.72e-01    -  1.00e+00 1.00e+00f  1
 287r 6.1923761e+01 1.60e-04 2.32e+01  -2.5 1.07e-01    -  7.40e-01 9.45e-01f  1
 288r 6.2229480e+01 1.86e-04 2.62e+01  -2.5 6.77e-02    -  8.69e-01 9.68e-01f  1
 289r 6.2098422e+01 7.78e-05 5.04e-01  -2.5 9.49e-03   1.5 1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 290r 6.1400776e+01 5.88e-05 5.30e+00  -2.5 7.04e-02    -  1.00e+00 1.00e+00f  1
 291r 6.1132274e+01 4.96e-05 3.52e+00  -2.5 2.18e-02   1.0 1.00e+00 1.00e+00h  1
 292r 6.0762583e+01 4.11e-05 3.01e+00  -2.5 4.59e-02   0.6 1.00e+00 1.00e+00f  1
 293r 6.0652029e+01 1.39e-04 1.08e+00  -2.5 5.20e-02    -  1.00e+00 1.00e+00f  1
 294r 6.0754123e+01 4.80e-05 2.38e-01  -2.5 1.01e-02    -  1.00e+00 1.00e+00h  1
 295r 6.0747310e+01 4.79e-05 6.58e-04  -2.5 4.58e-03    -  1.00e+00 1.00e+00h  1
 296r 6.1326933e+01 9.45e-05 1.17e+00  -5.7 9.55e-02    -  7.45e-01 7.30e-01f  1
 297r 6.2503184e+01 8.49e-05 6.99e+01  -5.7 1.38e-01    -  5.45e-01 3.98e-01f  1
 298r 6.2158996e+01 3.74e-05 1.65e+02  -5.7 3.31e-02   0.1 8.94e-01 5.89e-01f  1
 299r 6.1441279e+01 9.40e-05 8.28e+01  -5.7 7.39e-02  -0.4 9.48e-01 7.22e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 300r 6.0582406e+01 7.04e-05 2.70e+02  -5.7 3.86e-01  -0.9 7.32e-01 2.62e-01f  1
 301r 5.9842066e+01 3.97e-05 2.49e+02  -5.7 1.56e-01  -0.4 6.20e-01 4.53e-01f  1
 302r 5.9614360e+01 2.78e-05 1.59e+02  -5.7 6.35e-02  -0.0 9.93e-01 3.04e-01f  1
 303r 5.8717454e+01 1.19e-05 6.83e+01  -5.7 1.74e-01  -0.5 6.15e-01 5.78e-01f  1
 304r 5.8487271e+01 1.74e-05 6.33e+01  -5.7 5.24e-02  -1.0 1.00e+00 6.99e-01f  1
 305r 5.8081708e+01 2.38e-05 3.31e+02  -5.7 9.44e-02  -1.4 7.60e-01 3.76e-01f  1
 306r 5.7756100e+01 1.16e-05 6.32e+01  -5.7 2.61e-02  -1.0 1.00e+00 6.98e-01f  1
 307r 5.7420434e+01 4.39e-05 5.89e+01  -5.7 7.44e-02  -1.5 1.00e+00 6.31e-01f  1
 308r 5.7280305e+01 5.03e-05 6.93e+01  -5.7 1.52e-01  -2.0 1.00e+00 1.35e-01f  1
 309r 5.7567692e+01 3.13e-05 1.14e+02  -5.7 1.04e-01  -2.4 5.38e-01 4.61e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 310r 5.7678228e+01 1.58e-05 2.60e+02  -5.7 2.41e-02  -2.0 1.00e+00 5.56e-01f  1
 311r 5.7711195e+01 5.92e-05 1.87e+02  -5.7 2.31e-01    -  2.39e-01 3.13e-01f  1
 312r 5.7772923e+01 1.38e-05 1.48e+02  -5.7 5.51e-02  -2.5 9.88e-01 4.81e-01f  1
 313r 5.7650199e+01 3.07e-05 2.38e+01  -5.7 4.79e-02    -  7.58e-01 9.90e-01f  1
 314r 5.7835185e+01 3.61e-06 2.20e-03  -5.7 2.86e-02    -  1.00e+00 1.00e+00f  1
 315  5.7834857e+01 3.61e-06 9.88e+06  -1.0 5.22e-01    -  5.09e-01 4.24e-04h  1
 316  5.7852236e+01 3.60e-06 1.30e+07  -1.0 1.52e+01    -  4.16e-04 2.71e-04h  1
 317  5.7872908e+01 3.60e-06 2.13e+07  -1.0 1.97e+01    -  8.15e-04 3.63e-04f  2
 318  5.7896748e+01 3.60e-06 1.33e+08  -1.0 2.86e+01    -  2.96e-03 5.03e-04h  1
 319  5.7898295e+01 3.60e-06 1.80e+09  -1.0 1.38e+02    -  2.10e-03 1.28e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 320  5.7889779e+01 3.60e-06 1.79e+09  -1.0 1.17e+03    -  1.94e-05 1.94e-05s  7
 321  5.7885340e+01 3.60e-06 1.78e+09  -1.0 3.93e+03    -  2.57e-06 2.57e-06s  7
 322  5.7884166e+01 3.60e-06 1.78e+09  -1.0 1.68e+04    -  5.84e-07 5.84e-07s  7
 323r 5.7884166e+01 3.60e-06 1.00e+03  -1.0 0.00e+00    -  0.00e+00 0.00e+00R  1
 324r 5.9104143e+01 3.34e-04 3.68e+02  -1.0 1.69e-01    -  6.66e-01 1.00e+00f  1
 325r 5.7097813e+01 6.55e-04 3.31e+02  -1.0 2.34e-01    -  3.77e-01 1.00e+00f  1
 326r 5.9068022e+01 4.27e-04 2.65e+02  -1.0 2.07e-01    -  5.25e-01 1.00e+00f  1
 327r 5.9344880e+01 4.66e-04 1.76e+02  -1.0 7.52e-02    -  5.10e-01 1.00e+00f  1
 328r 6.0465979e+01 5.87e-04 2.66e+02  -1.0 1.27e-01    -  5.78e-01 1.00e+00f  1
 329r 6.3146609e+01 9.33e-04 2.72e+02  -1.0 6.63e-01    -  2.72e-01 4.78e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 330r 6.2928969e+01 6.45e-04 1.42e+02  -1.0 1.96e-01    -  6.46e-01 5.14e-01f  1
 331r 6.2802107e+01 6.93e-04 8.15e+01  -1.0 1.17e-01    -  8.62e-01 1.00e+00f  1
 332r 6.3997608e+01 7.16e-04 2.20e+02  -1.0 1.80e-01    -  5.91e-01 1.00e+00f  1
 333r 6.3900140e+01 7.14e-04 2.36e+02  -1.0 1.98e-01    -  1.00e+00 6.82e-01f  1
 334r 6.2906206e+01 7.15e-04 1.53e+00  -1.0 1.37e-01    -  1.00e+00 1.00e+00f  1
 335r 6.1956967e+01 3.43e-04 4.31e+01  -1.7 1.42e-01    -  7.04e-01 7.88e-01f  1
 336r 6.1709140e+01 2.51e-04 7.06e+01  -1.7 5.98e-02    -  6.92e-01 7.76e-01f  1
 337r 6.1692918e+01 2.95e-04 1.15e+00  -1.7 9.71e-03   2.0 1.00e+00 1.00e+00f  1
 338r 6.1399398e+01 2.43e-04 8.85e-01  -1.7 2.65e-02   1.5 1.00e+00 1.00e+00f  1
 339r 6.0569706e+01 1.83e-04 3.50e+01  -2.5 8.31e-02   1.0 8.67e-01 6.86e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 340r 6.0003788e+01 1.46e-04 7.18e+01  -2.5 1.17e-01   0.6 1.00e+00 5.63e-01f  1
 341r 5.9369354e+01 2.73e-04 3.21e+02  -2.5 2.73e-01   0.1 8.04e-01 3.67e-01f  1
 342r 5.8457512e+01 7.73e-05 4.74e+00  -2.5 1.10e-01   0.5 1.00e+00 9.94e-01f  1
 343r 6.2044387e+01 1.12e-04 2.26e+00  -2.5 1.23e-01    -  1.00e+00 1.00e+00f  1
 344r 6.1419426e+01 5.27e-05 1.05e+02  -2.5 9.60e-02   0.0 1.00e+00 5.91e-01h  1
 345r 6.1508466e+01 4.59e-05 3.73e+02  -2.5 3.58e-02    -  1.78e-01 1.00e+00f  1
 346r 6.1420252e+01 4.59e-05 2.79e-01  -2.5 1.12e-02    -  1.00e+00 1.00e+00h  1
 347r 6.1430609e+01 4.60e-05 1.54e-03  -2.5 3.70e-03    -  1.00e+00 1.00e+00h  1
 348r 6.2323940e+01 9.27e-05 1.25e+00  -5.7 9.54e-02    -  7.46e-01 7.30e-01f  1
 349r 6.2000608e+01 6.59e-05 1.80e+02  -5.7 7.01e-02  -0.4 7.79e-01 3.98e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 350r 6.1426783e+01 1.79e-04 6.03e+01  -5.7 9.22e-02  -0.9 6.39e-01 6.48e-01f  1
 351r 6.1413463e+01 1.03e-04 3.00e+01  -5.7 9.75e-02  -1.4 7.81e-01 7.22e-01f  1
 352r 6.1998246e+01 7.63e-05 6.41e+01  -5.7 8.28e-02  -1.9 9.02e-01 5.83e-01f  1
 353r 6.1607753e+01 5.17e-05 1.81e+02  -5.7 5.97e-02  -1.4 8.72e-01 4.28e-01f  1
 354r 6.1603172e+01 7.55e-05 5.51e+01  -5.7 9.25e-02  -1.9 6.28e-01 4.79e-01f  1
 355r 6.1293259e+01 4.20e-05 4.20e+01  -5.7 4.10e-02  -1.5 6.97e-01 5.44e-01f  1
 356r 6.1310121e+01 3.43e-05 1.49e+02  -5.7 7.19e-02  -2.0 1.00e+00 2.74e-01f  1
 357r 6.1728720e+01 2.69e-05 2.44e+02  -5.7 6.12e-02  -2.4 7.36e-01 4.19e-01f  1
 358r 6.2054087e+01 2.14e-05 8.45e+01  -5.7 3.82e-02  -2.0 1.00e+00 8.02e-01f  1
 359r 6.2469646e+01 1.64e-05 1.44e+02  -5.7 4.28e-02  -2.5 1.00e+00 4.12e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 360r 6.2643368e+01 2.85e-06 1.51e-01  -5.7 1.79e-02  -2.1 1.00e+00 1.00e+00f  1
 361  6.2652552e+01 2.85e-06 2.33e+06  -1.0 1.34e+00    -  1.23e-01 1.71e-04f  3
 362  6.2807962e+01 2.85e-06 8.79e+06  -1.0 9.06e+00    -  1.83e-02 3.91e-03h  1
 363  6.2818075e+01 2.84e-06 2.07e+08  -1.0 2.66e+01    -  2.76e-02 6.74e-04h  1
 364  6.2818703e+01 2.84e-06 2.47e+08  -1.0 7.36e+01    -  1.38e-04 4.60e-05h  1
 365  6.2835109e+01 2.84e-06 7.19e+07  -1.0 9.24e+01    -  1.53e-04 5.86e-04h  1
 366r 6.2835109e+01 2.84e-06 1.00e+03  -1.0 0.00e+00    -  0.00e+00 2.82e-07R  7
 367r 6.9268203e+01 1.30e-03 5.60e+02  -1.0 2.50e-01    -  4.83e-01 1.00e+00f  1
 368r 6.7950514e+01 7.68e-04 4.14e+02  -1.0 5.53e-01    -  2.56e-01 5.00e-01f  1
 369r 6.3235999e+01 7.23e-04 1.34e+02  -1.0 2.44e-01    -  6.92e-01 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 370r 6.1818668e+01 4.08e-04 2.79e+02  -1.0 1.52e-01    -  5.06e-01 9.86e-01f  1
 371r 6.3079260e+01 5.12e-04 1.99e+02  -1.0 1.14e-01    -  5.73e-01 8.34e-01f  1
 372r 6.4573941e+01 6.12e-04 4.38e+02  -1.0 1.52e-01    -  4.34e-01 6.99e-01f  1
 373r 6.3231207e+01 6.86e-04 3.15e+01  -1.0 1.42e-01    -  8.96e-01 1.00e+00f  1
 374r 6.4158058e+01 7.04e-04 6.50e+01  -1.0 3.26e-01    -  6.69e-01 5.62e-01F  1
 375r 6.3139701e+01 7.14e-04 3.18e+00  -1.0 2.79e-01    -  1.00e+00 1.00e+00f  1
 376r 6.2441161e+01 3.39e-04 2.47e+01  -1.7 1.45e-01    -  7.18e-01 7.62e-01f  1
 377r 6.2173764e+01 2.35e-04 3.53e+01  -1.7 6.82e-02    -  6.68e-01 7.07e-01f  1
 378r 6.2132691e+01 2.85e-04 1.05e+00  -1.7 1.02e-02   2.0 1.00e+00 1.00e+00f  1
 379r 6.1520076e+01 2.74e-04 5.61e+00  -2.5 4.19e-02   1.5 1.00e+00 9.54e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 380r 6.1007178e+01 2.06e-04 8.74e+01  -2.5 7.59e-02   1.0 1.00e+00 4.82e-01f  1
 381r 6.0027214e+01 2.59e-04 1.32e+00  -2.5 1.34e-01   0.6 1.00e+00 1.00e+00f  1
 382r 5.9890502e+01 2.62e-04 2.47e+02  -2.5 5.57e+00   0.1 7.10e-03 3.13e-03f  2
 383r 5.9452545e+01 1.07e-04 7.66e-01  -2.5 2.03e-02   1.4 1.00e+00 1.00e+00h  1
 384r 5.8970412e+01 8.32e-05 1.33e+02  -2.5 7.09e-02   0.9 8.70e-01 4.97e-01f  1
 385r 5.8727314e+01 6.51e-05 3.51e+01  -2.5 5.78e-02   0.5 1.00e+00 8.54e-01f  1
 386r 6.3017839e+01 4.07e-05 9.65e-01  -2.5 1.20e-01    -  1.00e+00 1.00e+00f  1
 387r 6.2923804e+01 4.38e-05 4.18e-02  -2.5 1.33e-02    -  1.00e+00 1.00e+00h  1
 388r 6.4514221e+01 9.18e-05 2.42e+00  -3.8 9.07e-02    -  8.03e-01 7.70e-01f  1
 389r 6.4127630e+01 3.85e-05 1.56e+02  -3.8 3.73e-02  -0.0 1.00e+00 6.37e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 390r 6.3265098e+01 1.58e-04 1.64e-01  -3.8 8.00e-02  -0.5 1.00e+00 1.00e+00f  1
 391r 6.3149483e+01 3.17e-05 4.41e-02  -3.8 3.45e-02  -1.0 1.00e+00 1.00e+00h  1
 392r 6.5219249e+01 1.55e-04 2.94e+00  -3.8 1.02e-01    -  9.70e-01 1.00e+00H  1
 393r 6.6058376e+01 1.14e-04 6.04e+00  -3.8 3.64e-01  -1.4 4.38e-01 4.20e-01h  2
 394r 6.6212012e+01 5.17e-06 3.80e-01  -3.8 8.23e-03  -0.1 1.00e+00 1.00e+00h  1
 395r 6.6128727e+01 4.32e-06 2.06e-02  -3.8 2.12e-02  -0.6 1.00e+00 1.00e+00h  1
 396r 6.5786375e+01 3.55e-05 2.38e+01  -3.8 3.26e-01    -  1.00e+00 2.44e-01h  2
 397r 6.5661394e+01 3.17e-05 1.65e-02  -3.8 5.09e-02    -  1.00e+00 1.00e+00h  1
 398r 6.5710087e+01 4.19e-06 1.57e-03  -3.8 1.21e-02    -  1.00e+00 1.00e+00h  1
 399r 6.6081972e+01 5.96e-05 8.80e-01  -5.7 5.69e-02    -  7.78e-01 7.83e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 400r 6.6503093e+01 5.64e-05 3.14e+01  -5.7 9.09e-02    -  5.46e-01 3.34e-01f  1
 401r 6.5927281e+01 3.52e-05 1.64e+02  -5.7 3.47e-02  -1.1 2.07e-01 5.10e-01f  1
 402r 6.5829150e+01 3.23e-05 3.16e+02  -5.7 6.39e-02  -1.5 8.93e-01 8.47e-02f  1
 403r 6.5072197e+01 1.53e-05 1.86e+01  -5.7 3.09e-02  -1.1 1.00e+00 9.26e-01f  1
 404r 6.4998626e+01 1.31e-05 7.93e+02  -5.7 1.72e-02  -1.6 1.00e+00 1.44e-01f  1
 405r 6.4833457e+01 1.39e-05 5.55e+02  -5.7 3.30e-02  -2.1 1.00e+00 4.01e-01f  1
 406r 6.4660860e+01 4.66e-05 4.18e+02  -5.7 5.09e-01  -2.5 2.96e-01 1.67e-01f  1
 407r 6.4689597e+01 7.45e-06 2.34e-01  -5.7 3.22e-02  -2.1 1.00e+00 1.00e+00f  1
 408r 6.4529356e+01 7.77e-06 8.59e+00  -5.7 6.64e-02    -  1.00e+00 4.00e-01h  2
 409r 6.4370276e+01 4.41e-06 1.04e-03  -5.7 2.79e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 410r 6.4393269e+01 1.09e-06 3.84e-06  -5.7 2.41e-03    -  1.00e+00 1.00e+00h  1
 411  6.4388118e+01 1.09e-06 9.60e+06  -1.0 4.55e-01    -  5.06e-01 3.38e-04h  2
