This is MadNLP version v0.8.3, running with cuDSS v0.1.0

Number of nonzeros in constraint Jacobian............:    12728
Number of nonzeros in Lagrangian Hessian.............:     8800

Total number of variables............................:     3630
                     variables with only lower bounds:     1760
                variables with lower and upper bounds:      110
                     variables with only upper bounds:        0
Total number of equality constraints.................:     3520
Total number of inequality constraints...............:      440
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:      440

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 198  1.2632335e+01 3.40e-05 4.12e-01  -3.8 1.03e-01   0.6 1.00e+00 1.00e+00h  1
 199  1.2605127e+01 3.95e-05 5.50e+00  -3.8 7.17e-01   0.1 4.56e-02 5.64e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 200  1.2594043e+01 7.38e-06 4.73e+00  -3.8 6.44e-02   0.6 9.04e-01 1.00e+00h  1
 201  1.2518437e+01 6.98e-05 1.51e+01  -3.8 3.19e-01   0.1 1.63e-01 6.62e-01h  1
 202  1.2495291e+01 5.82e-05 2.98e+01  -3.8 1.47e-01   0.5 6.38e-01 2.16e-01h  1
 203  1.2479411e+01 5.74e-05 7.50e+01  -3.8 4.93e-01   0.0 8.43e-02 4.66e-02h  1
 204  1.2455391e+01 4.52e-05 8.05e+01  -3.8 1.16e-01   0.5 2.96e-01 2.57e-01h  1
 205  1.2412679e+01 1.11e-05 4.29e-01  -3.8 5.71e-02   0.9 1.00e+00 1.00e+00h  1
 206  1.2411263e+01 1.09e-05 9.10e+01  -3.8 8.90e-02   0.4 3.69e-01 2.06e-02h  1
 207  1.2401262e+01 7.89e-07 2.00e-01  -3.8 2.98e-02   0.8 1.00e+00 1.00e+00h  1
 208  1.2373918e+01 6.18e-06 6.07e+00  -3.8 9.98e-02   0.3 5.03e-01 1.00e+00h  1
 209  1.2357666e+01 3.93e-06 2.68e-01  -3.8 4.50e-02   0.8 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 210  1.2278879e+01 1.28e-04 1.96e+01  -3.8 2.17e-01   0.3 2.24e-01 9.46e-01h  1
 211  1.2251028e+01 9.13e-05 2.09e+01  -3.8 9.33e-02   0.7 7.18e-01 3.11e-01h  1
 212  1.2233734e+01 8.96e-05 7.16e+01  -3.8 4.03e-01   0.2 1.02e-01 4.92e-02h  1
 213  1.2224957e+01 9.05e-05 5.14e+01  -3.8 1.20e+01  -0.2 6.31e-04 1.20e-03h  1
 214  1.2208697e+01 6.49e-05 1.22e+02  -3.8 1.32e-01   0.2 5.30e-01 2.79e-01h  1
 215  1.2189858e+01 2.86e-05 7.26e+00  -3.8 6.59e-02   0.6 1.00e+00 5.80e-01h  1
 216  1.2136753e+01 4.16e-05 1.66e+02  -3.8 2.18e-01   0.1 2.82e-01 6.25e-01h  1
 217  1.2078514e+01 3.64e-05 4.84e-01  -3.8 1.12e-01   0.6 1.00e+00 1.00e+00h  1
 218  1.2023229e+01 6.50e-05 8.97e+00  -3.8 1.37e+00   0.1 1.88e-02 5.95e-02h  1
 219  1.1981133e+01 1.96e-05 1.26e+00  -3.8 9.45e-02   0.5 1.00e+00 9.66e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 220  1.1974611e+01 1.90e-05 1.10e+02  -3.8 2.85e-01   0.0 2.04e-01 4.68e-02h  1
 221  1.1944124e+01 3.52e-05 3.03e+01  -3.8 1.06e+01  -0.4 6.92e-04 6.33e-03h  1
 222  1.1932635e+01 3.34e-05 3.80e+01  -3.8 2.71e-01  -0.0 1.34e-01 7.84e-02h  1
 223  1.1854640e+01 8.53e-05 2.96e+01  -3.8 1.86e-01   0.4 5.35e-01 8.45e-01h  1
 224  1.1835700e+01 6.32e-05 2.78e+01  -3.8 7.19e-02   0.8 3.98e-01 2.76e-01h  1
 225  1.1792157e+01 4.88e-05 1.16e+01  -3.8 1.38e-01   0.4 6.77e-01 1.00e+00h  1
 226  1.1748234e+01 1.31e-05 2.84e+00  -3.8 5.74e-02   0.8 7.47e-01 8.51e-01h  1
 227  1.1728935e+01 1.51e-05 8.23e+01  -3.8 2.48e-01   0.3 4.98e-01 1.34e-01h  1
 228  1.1697387e+01 2.41e-05 5.72e+01  -3.8 7.41e-01  -0.2 6.27e-02 7.09e-02h  1
 229  1.1685885e+01 2.22e-05 4.28e+01  -3.8 1.78e-01   0.3 9.02e-02 1.02e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 230  1.1636527e+01 4.26e-05 4.57e+00  -3.8 1.02e-01   0.7 1.00e+00 8.32e-01h  1
 231  1.1628598e+01 3.72e-05 3.58e+01  -3.8 1.67e-01   0.2 4.81e-01 1.29e-01h  1
 232  1.1601471e+01 6.41e-06 2.73e-01  -3.8 6.30e-02   0.6 1.00e+00 1.00e+00h  1
 233  1.1533463e+01 9.69e-05 1.42e+01  -3.8 4.68e-01   0.2 1.51e-01 3.47e-01h  1
 234  1.1508955e+01 7.72e-05 2.89e+01  -3.8 1.30e-01   0.6 5.91e-01 2.32e-01h  1
 235  1.1495251e+01 7.56e-05 7.05e+01  -3.8 4.15e-01   0.1 6.91e-02 4.08e-02h  1
 236  1.1463286e+01 5.21e-05 2.35e+01  -3.8 1.07e-01   0.5 3.08e-01 3.46e-01h  1
 237  1.1437471e+01 6.02e-05 1.67e+01  -3.8 1.08e+01   0.1 2.78e-04 3.36e-03h  1
 238  1.1422477e+01 9.06e-06 5.63e+00  -3.8 7.48e-02   0.5 7.25e-01 1.00e+00h  1
 239  1.1396166e+01 5.86e-06 2.50e-01  -3.8 3.08e-02   0.9 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 240  1.1361419e+01 1.87e-05 2.29e+00  -3.8 1.41e-01   0.4 4.56e-01 5.60e-01h  1
 241  1.1331038e+01 7.57e-06 3.72e-01  -3.8 5.15e-02   0.9 1.00e+00 1.00e+00h  1
 242  1.1269364e+01 4.24e-05 6.47e+00  -3.8 2.37e-01   0.4 2.45e-01 4.26e-01h  1
 243  1.1262781e+01 2.99e-05 2.15e+01  -3.8 4.09e-02   0.8 1.00e+00 2.98e-01h  1
 244  1.1234862e+01 1.37e-05 1.46e+01  -3.8 1.22e-01   0.3 2.96e-01 5.85e-01h  1
 245  1.1221910e+01 1.25e-05 9.74e+00  -3.8 2.61e-01  -0.1 1.20e-01 1.06e-01h  1
 246  1.1191047e+01 7.16e-06 2.25e+02  -3.8 9.92e-02   0.3 2.82e-01 6.94e-01h  1
 247  1.1171363e+01 1.02e-05 3.20e-01  -3.8 6.33e-02   0.7 1.00e+00 1.00e+00h  1
 248  1.1091906e+01 9.19e-05 5.91e+01  -3.8 3.29e-01   0.2 2.18e-01 4.75e-01h  1
 249  1.1091219e+01 9.18e-05 5.99e+01  -3.8 1.02e+00  -0.2 5.07e-02 1.34e-03h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 250  1.1045465e+01 7.07e-05 3.99e+01  -3.8 3.86e-01   0.2 2.09e-01 3.26e-01h  1
 251  1.1028832e+01 5.44e-05 5.33e+01  -3.8 9.49e-02   0.6 7.27e-01 2.33e-01h  1
 252  1.1011129e+01 4.87e-05 6.63e+01  -3.8 2.55e-01   0.1 1.38e-01 1.12e-01h  1
 253  1.0983086e+01 4.92e-05 8.22e+01  -3.8 2.66e+00  -0.4 2.10e-02 1.87e-02h  1
 254  1.0888324e+01 1.65e-04 6.01e+01  -3.8 1.45e+00   0.1 5.01e-03 1.18e-01h  1
 255  1.0887517e+01 1.64e-04 5.69e+01  -3.8 8.47e-02   0.5 2.84e-01 7.45e-03h  1
 256  1.0832850e+01 1.67e-04 5.23e+01  -3.8 2.64e+00   0.0 1.89e-03 4.91e-02h  1
 257  1.0808110e+01 1.40e-04 4.29e+01  -3.8 1.73e-01   0.4 4.45e-01 1.61e-01h  1
 258  1.0791752e+01 1.37e-04 6.60e+01  -3.8 7.89e-01  -0.0 5.92e-02 2.80e-02h  1
 259  1.0755534e+01 1.00e-04 9.87e+01  -3.8 1.37e-01   0.4 3.47e-01 2.69e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 260  1.0708645e+01 3.19e-05 8.19e+01  -3.8 7.21e-02   0.8 5.23e-01 6.91e-01h  1
 261  1.0697787e+01 3.02e-05 1.97e+02  -3.8 2.23e-01   0.3 2.34e-01 5.77e-02h  1
 262  1.0599158e+01 2.00e-04 1.18e+02  -3.8 7.97e-01  -0.1 2.31e-02 4.25e-01h  1
 263  1.0582206e+01 1.91e-04 1.10e+02  -3.8 3.68e-01   0.3 2.76e-01 4.63e-02h  1
 264  1.0567395e+01 1.93e-04 1.09e+02  -3.8 9.34e+00  -0.2 2.64e-03 1.92e-03h  1
 265  1.0526027e+01 1.76e-04 1.01e+02  -3.8 1.21e+00  -0.7 6.74e-02 9.59e-02h  1
 266  1.0501199e+01 1.60e-04 8.63e+01  -3.8 4.59e-01  -0.2 1.34e-01 1.00e-01h  1
 267  1.0478172e+01 1.28e-04 7.56e+01  -3.8 1.71e-01   0.2 4.60e-02 2.04e-01h  1
 268  1.0414190e+01 1.54e-05 1.07e+01  -3.8 7.87e-02   0.6 7.12e-01 1.00e+00h  1
 269  1.0335524e+01 9.13e-05 1.62e+01  -3.8 6.11e-01   0.1 1.41e-01 2.37e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 270  1.0334791e+01 9.13e-05 1.25e+01  -3.8 1.47e+00  -0.3 3.49e-02 1.01e-03h  1
 271  1.0299377e+01 8.47e-05 1.13e+01  -3.8 7.08e-01   0.1 1.05e-01 1.27e-01h  1
 272  1.0285637e+01 6.94e-05 1.05e+02  -3.8 1.08e-01   0.5 8.41e-01 1.82e-01h  1
 273  1.0261948e+01 5.85e-05 1.49e+01  -3.8 2.37e-01   0.0 7.72e-02 1.65e-01h  1
 274  1.0237682e+01 5.94e-05 4.58e+01  -3.8 1.56e+01  -0.4 1.47e-03 2.87e-03h  1
 275  1.0209260e+01 4.91e-05 1.92e+02  -3.8 2.58e-01  -0.0 5.99e-02 1.86e-01h  1
 276  1.0129628e+01 6.74e-05 6.08e+01  -3.8 2.07e-01   0.4 3.49e-01 6.47e-01h  1
 277  1.0128666e+01 6.58e-05 5.44e+01  -3.8 4.01e-02   0.8 1.00e+00 2.47e-02h  1
 278  1.0081587e+01 7.04e-06 1.99e+01  -3.8 1.06e-01   0.4 2.69e-01 1.00e+00h  1
 279  1.0055274e+01 7.77e-06 3.24e-01  -3.8 5.26e-02   0.8 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 280  1.0015020e+01 2.32e-05 4.61e+00  -3.8 2.47e-01   0.3 2.20e-01 3.00e-01h  1
 281  1.0004363e+01 2.38e-05 8.64e+01  -3.8 1.31e+00  -0.2 4.29e-02 1.13e-02h  1
 282  9.9792901e+00 2.15e-05 8.18e+01  -3.8 1.61e-01   0.3 2.37e-01 2.20e-01h  1
 283  9.9543682e+00 1.82e-05 7.01e+01  -3.8 9.28e-02   0.7 2.40e-01 4.49e-01h  1
 284  9.9042841e+00 9.50e-05 8.69e+01  -3.8 2.00e-01   0.2 2.49e-01 1.00e+00h  1
 285  9.8704850e+00 6.80e-05 6.13e+01  -3.8 1.01e-01   0.6 6.83e-01 3.12e-01h  1
 286  9.8111358e+00 9.22e-05 5.22e+01  -3.8 6.51e-01   0.2 7.77e-02 1.47e-01h  1
 287  9.7964935e+00 8.36e-05 1.08e+02  -3.8 1.47e-01   0.6 5.47e-01 1.08e-01h  1
 288  9.7655186e+00 7.81e-05 1.42e+02  -3.8 3.24e-01   0.1 1.54e-01 1.18e-01h  1
 289  9.7379810e+00 7.03e-05 1.19e+02  -3.8 1.90e-01   0.5 1.54e-01 1.82e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 290  9.6342537e+00 2.54e-04 2.85e+01  -3.8 7.52e-01   0.1 5.78e-02 3.57e-01h  1
 291  9.6097321e+00 2.29e-04 2.61e+01  -3.8 2.05e-01   0.5 3.46e-01 1.07e-01h  1
 292  9.5920240e+00 2.18e-04 2.30e+01  -3.8 6.93e-01   0.0 5.80e-03 4.99e-02h  1
 293  9.5877545e+00 2.10e-04 1.95e+02  -3.8 9.25e-02   0.4 4.74e-01 3.72e-02h  1
 294  9.5523002e+00 1.78e-04 1.41e+02  -3.8 3.70e-01  -0.0 1.27e-01 1.56e-01h  1
 295  9.4289750e+00 1.12e-04 5.73e+01  -3.8 1.94e-01   0.4 6.76e-01 1.00e+00h  1
 296  9.3982405e+00 7.77e-05 1.01e+02  -3.8 7.82e-02   0.8 7.48e-01 3.43e-01h  1
 297  9.3501862e+00 1.22e-05 1.52e+01  -3.8 1.24e-01   0.3 3.89e-01 9.68e-01h  1
 298  9.3237542e+00 8.18e-06 1.55e+01  -3.8 6.07e-02   0.8 1.00e+00 5.08e-01h  1
 299  9.2935704e+00 1.53e-05 1.27e+01  -3.8 2.76e-01   0.3 2.06e-01 1.97e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 300  9.2814315e+00 1.66e-05 1.31e+01  -3.8 1.06e+00  -0.2 1.77e-02 1.61e-02h  1
 301  9.2614983e+00 1.53e-05 1.09e+02  -3.8 1.80e-01   0.2 2.96e-01 1.67e-01h  1
 302  9.2070200e+00 4.23e-05 2.59e+01  -3.8 1.04e-01   0.7 7.84e-01 9.48e-01h  1
 303  9.2053527e+00 4.18e-05 1.18e+02  -3.8 2.94e-01   0.2 3.31e-01 1.27e-02h  1
 304  9.1715836e+00 8.28e-06 2.82e-01  -3.8 7.06e-02   0.6 1.00e+00 1.00e+00h  1
 305  9.1046313e+00 7.90e-05 1.24e+01  -3.8 6.05e-01   0.1 1.16e-01 2.44e-01h  1
 306  9.0808714e+00 6.53e-05 7.75e+00  -3.8 1.43e-01   0.6 3.16e-01 2.06e-01h  1
 307  9.0702147e+00 6.45e-05 7.48e+01  -3.8 4.90e-01   0.1 6.54e-02 2.51e-02h  1
 308  9.0380844e+00 4.75e-05 6.57e+01  -3.8 1.17e-01   0.5 3.34e-01 3.10e-01h  1
 309  8.9916462e+00 1.37e-05 4.88e-01  -3.8 5.79e-02   0.9 1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 310  8.9887197e+00 1.35e-05 1.16e+02  -3.8 1.33e-01   0.4 3.24e-01 2.15e-02h  1
 311  8.9744788e+00 2.03e-06 2.55e-01  -3.8 3.40e-02   0.9 1.00e+00 1.00e+00h  1
 312  8.9197535e+00 4.49e-05 1.13e+01  -3.8 1.50e-01   0.4 3.55e-01 8.80e-01h  1
 313  8.8717930e+00 1.13e-05 6.22e+00  -3.8 6.28e-02   0.8 7.16e-01 1.00e+00h  1
 314  8.8303586e+00 2.93e-05 7.79e+00  -3.8 4.97e-01   0.3 1.53e-01 1.00e-01h  1
 315  8.8222531e+00 2.68e-05 1.93e+02  -3.8 8.26e-02   0.8 1.00e+00 9.44e-02h  1
 316  8.7838371e+00 1.21e-05 7.42e+00  -3.8 1.27e-01   0.3 3.24e-01 6.02e-01h  1
 317  8.7703005e+00 1.24e-05 2.69e+01  -3.8 1.34e+00  -0.2 1.07e-02 1.99e-02h  1
 318  8.7290694e+00 3.42e-05 2.10e+01  -3.8 3.44e-01   0.2 2.96e-01 2.61e-01h  1
 319  8.6591108e+00 5.22e-05 1.44e+01  -3.8 1.04e-01   0.7 5.71e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 320  8.6237936e+00 6.07e-05 1.11e+01  -3.8 2.17e+00   0.2 3.02e-02 1.64e-02h  1
 321  8.5835904e+00 1.68e-05 5.84e-01  -3.8 8.66e-02   0.6 1.00e+00 9.81e-01h  1
 322  8.5744423e+00 1.65e-05 6.38e+01  -3.8 2.67e-01   0.1 1.23e-01 4.89e-02h  1
 323  8.5441626e+00 2.47e-05 3.03e+00  -3.8 9.79e+00  -0.3 2.05e-03 4.69e-03h  1
 324  8.5101684e+00 2.31e-05 7.55e+01  -3.8 2.26e-01   0.1 1.44e-01 2.14e-01h  1
 325  8.4569041e+00 3.23e-05 1.81e+01  -3.8 1.64e-01   0.5 6.69e-02 4.75e-01h  1
 326  8.4414926e+00 1.72e-06 1.28e+00  -3.8 3.02e-02   0.9 1.00e+00 9.65e-01h  1
 327  8.3940138e+00 2.06e-05 9.83e+00  -3.8 1.09e-01   0.5 2.95e-01 1.00e+00h  1
 328  8.3411958e+00 4.91e-05 9.72e+00  -3.8 7.66e+00  -0.0 1.22e-02 1.13e-02h  1
 329  8.3254843e+00 4.79e-05 5.35e+01  -3.8 2.74e-01   0.4 2.46e-01 6.43e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 330  8.3064220e+00 4.78e-05 1.19e+01  -3.8 5.02e-01  -0.1 2.48e-02 4.58e-02h  1
 331  8.2795936e+00 3.93e-05 1.62e+01  -3.8 1.38e-01   0.4 2.30e-01 2.20e-01h  1
 332  8.2731029e+00 3.56e-05 2.33e+01  -3.8 7.65e-02   0.8 4.90e-01 1.02e-01h  1
 333  8.2404855e+00 1.38e-05 1.40e+02  -3.8 1.25e-01   0.3 1.72e-01 6.51e-01h  1
 334  8.2322816e+00 1.08e-05 1.17e+02  -3.8 6.10e-02   0.7 1.00e+00 2.43e-01h  1
 335  8.1347457e+00 1.37e-04 5.44e+01  -3.8 3.13e-01   0.3 1.50e-01 6.63e-01h  1
 336  8.1047138e+00 1.13e-04 4.24e+01  -3.8 1.26e-01   0.7 4.52e-01 2.02e-01h  1
 337  8.0987921e+00 1.11e-04 9.68e+01  -3.8 2.76e-01   0.2 1.07e-01 1.70e-02h  1
 338  8.0753800e+00 1.04e-04 3.77e+01  -3.8 5.91e-01  -0.3 2.70e-02 7.41e-02h  1
 339  8.0446586e+00 7.27e-05 6.20e+01  -3.8 1.47e-01   0.2 2.20e-01 3.07e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 340  7.9864820e+00 2.78e-05 2.03e+01  -3.8 1.03e-01   0.6 7.49e-01 1.00e+00h  1
 341  7.9512469e+00 7.20e-06 1.47e+01  -3.8 4.08e-02   1.0 7.97e-01 1.00e+00h  1
 342  7.9082349e+00 1.98e-05 9.76e+00  -3.8 1.72e-01   0.5 2.79e-01 3.41e-01h  1
 343  7.9065437e+00 1.98e-05 1.02e+01  -3.8 1.58e+00   0.1 4.46e-02 2.09e-03h  1
 344  7.8581901e+00 2.77e-05 1.33e+00  -3.8 1.27e-01   0.5 6.99e-01 8.32e-01h  1
 345  7.8496552e+00 2.78e-05 6.37e+01  -3.8 6.00e-01   0.0 5.68e-02 1.99e-02h  1
 346  7.8247361e+00 2.00e-05 9.51e+01  -3.8 1.08e-01   0.4 4.23e-01 3.25e-01h  1
 347  7.7924387e+00 1.11e-05 4.11e-01  -3.8 5.72e-02   0.9 1.00e+00 1.00e+00h  1
 348  7.7181752e+00 5.15e-05 1.42e+02  -3.8 2.15e-01   0.4 1.98e-01 4.86e-01h  1
 349  7.7163497e+00 5.02e-05 9.78e+01  -3.8 6.75e-02   0.8 6.39e-01 2.43e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 350  7.6440504e+00 6.36e-05 2.79e+01  -3.8 2.23e-01   0.3 2.72e-01 6.77e-01h  1
 351  7.6266316e+00 5.07e-05 2.21e+01  -3.8 8.23e-02   0.8 2.49e-01 2.21e-01h  1
 352  7.6165570e+00 4.90e-05 7.11e+01  -3.8 2.54e-01   0.3 1.27e-01 4.47e-02h  1
 353  7.5878199e+00 5.43e-05 3.24e+01  -3.8 1.94e+00  -0.2 1.35e-02 1.97e-02h  1
 354  7.5395655e+00 4.46e-05 1.73e+02  -3.8 1.91e-01   0.2 1.19e-01 3.03e-01h  1
 355  7.5328057e+00 4.24e-05 1.95e+02  -3.8 1.31e-01   0.7 7.21e-01 5.81e-02h  1
 356  7.4971366e+00 3.15e-05 2.24e+02  -3.8 2.56e-01   0.2 9.06e-02 3.29e-01h  1
 357  7.4855398e+00 2.61e-05 1.86e+02  -3.8 1.07e-01   0.6 2.96e-01 1.81e-01h  1
 358  7.4624922e+00 3.87e-06 3.74e-01  -3.8 3.52e-02   1.0 1.00e+00 1.00e+00h  1
 359  7.3820853e+00 6.17e-05 1.24e+01  -3.8 1.46e-01   0.6 2.58e-01 8.56e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 360  7.3612984e+00 4.52e-05 3.44e+01  -3.8 5.81e-02   1.0 8.07e-01 2.90e-01h  1
 361  7.3561239e+00 4.36e-05 2.56e+02  -3.8 9.89e-02   0.5 4.89e-01 3.87e-02h  1
 362  7.3125536e+00 3.22e-05 1.08e+01  -3.8 2.53e-01   0.0 6.09e-02 3.17e-01h  1
 363  7.2715986e+00 2.43e-05 3.78e+00  -3.8 1.64e-01   0.4 3.10e-01 4.80e-01h  1
 364  7.2259134e+00 1.47e-05 7.38e+00  -3.8 5.91e-02   0.9 7.26e-01 1.00e+00h  1
 365  7.1692402e+00 3.72e-05 8.24e+00  -3.8 3.42e-01   0.4 1.29e-01 1.96e-01h  1
 366  7.1401163e+00 6.76e-06 2.60e+00  -3.8 5.43e-02   0.8 8.96e-01 1.00e+00h  1
 367  7.1260818e+00 8.35e-06 4.97e+01  -3.8 2.84e-01   0.3 2.06e-01 6.80e-02h  1
 368  7.1031052e+00 1.10e-05 2.02e+01  -3.8 4.92e-01  -0.1 3.03e-02 6.86e-02h  1
 369  7.0705331e+00 8.64e-06 1.01e+02  -3.8 1.32e-01   0.3 2.45e-01 3.54e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 370  7.0213503e+00 2.80e-05 3.09e+01  -3.8 9.13e-02   0.7 2.19e-01 8.89e-01h  1
 371  6.9922833e+00 3.47e-05 4.13e+01  -3.8 2.78e+00   0.2 2.33e-02 1.02e-02h  1
 372  6.9609265e+00 1.39e-05 5.07e+00  -3.8 7.76e-02   0.7 7.79e-01 1.00e+00h  1
 373  6.9267409e+00 4.56e-06 3.87e-01  -3.8 3.11e-02   1.1 1.00e+00 1.00e+00h  1
 374  6.8903806e+00 1.15e-05 4.13e+00  -3.8 1.24e-01   0.6 3.21e-01 3.95e-01h  1
 375  6.8804786e+00 1.15e-05 6.16e+01  -3.8 3.05e-01   0.1 8.86e-02 3.71e-02h  1
 376  6.8519925e+00 1.71e-05 7.91e+01  -3.8 3.33e+00  -0.3 1.53e-02 1.34e-02h  1
 377  6.8089832e+00 2.21e-05 1.21e+02  -3.8 2.96e-01   0.1 4.14e-02 1.75e-01h  1
 378  6.7978791e+00 2.20e-05 1.20e+02  -3.8 2.35e-01   0.5 3.32e-01 4.96e-02h  1
 379  6.7861245e+00 5.77e-06 1.27e+01  -3.8 3.79e-02   0.9 6.38e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 380  6.7310829e+00 3.18e-05 4.29e+00  -3.8 1.72e-01   0.5 4.29e-01 5.43e-01h  1
 381  6.6729408e+00 1.85e-05 5.00e-01  -3.8 6.43e-02   0.9 1.00e+00 1.00e+00h  1
 382  6.6454308e+00 2.16e-05 1.00e+01  -3.8 3.61e-01   0.4 1.10e-01 7.10e-02h  1
 383  6.6313456e+00 2.22e-05 4.07e+01  -3.8 8.56e-01  -0.1 2.23e-02 1.39e-02h  1
 384  6.6210964e+00 2.11e-05 2.08e+02  -3.8 1.68e-01   0.4 2.33e-01 5.94e-02h  1
 385  6.6098494e+00 1.92e-05 1.64e+02  -3.8 8.59e-02   0.8 2.36e-01 1.28e-01h  1
 386  6.5427010e+00 7.07e-05 1.69e+02  -3.8 2.13e-01   0.3 8.21e-02 5.80e-01h  1
 387  6.5272889e+00 6.22e-05 1.48e+02  -3.8 1.07e-01   0.7 6.09e-01 1.36e-01h  1
 388  6.4558826e+00 1.02e-04 1.49e+02  -3.8 8.37e+00   0.3 4.36e-03 8.09e-03h  1
 389  6.4339702e+00 9.44e-05 1.37e+02  -3.8 1.58e-01   0.7 3.52e-01 9.57e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 390  6.4124201e+00 9.02e-05 1.75e+02  -3.8 2.81e-01   0.2 1.22e-01 5.70e-02h  1
 391  6.3743488e+00 8.60e-05 1.19e+02  -3.8 8.68e-01  -0.3 1.94e-02 6.41e-02h  1
 392  6.3530136e+00 8.16e-05 1.07e+02  -3.8 4.98e-01   0.2 2.16e-02 5.85e-02h  1
 393  6.2664117e+00 6.37e-05 4.51e+01  -3.8 1.70e-01   0.6 2.24e-01 5.84e-01h  1
 394  6.2653711e+00 6.37e-05 4.40e+01  -3.8 2.29e+00   0.1 3.23e-02 5.77e-04h  1
 395  6.2130190e+00 4.36e-05 2.62e+01  -3.8 1.72e-01   0.5 1.53e-01 3.88e-01h  1
 396  6.1831219e+00 2.39e-05 1.73e+01  -3.8 5.39e-02   1.0 7.77e-01 4.62e-01h  1
 397  6.1666426e+00 2.20e-05 2.25e+02  -3.8 1.82e-01   0.5 5.06e-01 8.83e-02h  1
 398  6.1242437e+00 2.35e-05 5.11e+01  -3.8 3.71e-01   0.0 3.45e-02 1.28e-01h  1
 399  6.0923524e+00 2.89e-05 4.77e+01  -3.8 3.69e-01   0.4 5.16e-02 8.89e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 400  6.0644035e+00 1.61e-05 2.42e+01  -3.8 5.48e-02   0.9 6.08e-01 1.00e+00h  1
 401  5.9708830e+00 7.16e-05 1.36e+01  -3.8 3.13e-01   0.4 3.06e-01 3.86e-01h  1
 402  5.9584596e+00 6.52e-05 4.63e+01  -3.8 9.52e-02   0.8 3.50e-01 9.67e-02h  1
 403  5.9365094e+00 6.16e-05 1.17e+02  -3.8 2.41e-01   0.3 1.44e-01 7.69e-02h  1
 404  5.8993024e+00 6.48e-05 2.10e+01  -3.8 9.65e-01  -0.1 1.23e-02 3.57e-02h  1
 405  5.8852672e+00 6.57e-05 2.04e+01  -3.8 2.84e+00   0.3 2.45e-03 3.94e-03h  1
 406  5.8331505e+00 2.90e-05 1.64e+01  -3.8 9.31e-02   0.7 4.42e-01 8.48e-01h  1
 407  5.7872171e+00 9.87e-06 2.87e+00  -3.8 3.63e-02   1.1 8.24e-01 7.93e-01h  1
 408  5.7233307e+00 3.04e-05 1.23e+01  -3.8 1.61e-01   0.7 1.32e-01 3.78e-01h  1
 409  5.6956787e+00 5.78e-06 7.81e+00  -3.8 3.75e-02   1.1 7.82e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 410  5.5843373e+00 8.00e-05 1.96e+01  -3.8 1.73e-01   0.6 1.92e-01 6.72e-01h  1
